	"X8294_w_01.genes.results"	"X8295_w_01.genes.results"	"X8296_w_01.genes.results"	"X8297_nos_01.genes.results"	"X8298_nos_01.genes.results"	"X8299_nos_01.genes.results"	"X8300_w_23.genes.results"	"X8301_w_23.genes.results"	"X8302_w_23.genes.results"	"X8303_nos_23.genes.results"	"X8304_nos_23.genes.results"	"X8305_nos_23.genes.results"
"FBgn0039415"	0.03	0.00	0.00	0.00	0.00	0.21	0.15	0.03	0.00	0.24	0.10	0.22
"FBgn0039417"	60.63	70.77	63.50	50.21	51.21	49.91	8.94	8.00	8.06	16.09	12.43	9.49
"FBgn0039419"	5.81	6.70	8.50	1.21	0.98	1.39	2.89	2.26	1.56	1.65	1.80	1.41
"FBgn0039420"	0.10	0.00	0.17	0.00	0.00	0.15	0.16	0.17	0.09	0.02	0.08	0.26
"FBgn0039421"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039424"	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.05
"FBgn0039425"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039427"	61.44	70.70	65.93	66.06	72.83	72.10	77.96	72.45	65.72	83.19	83.91	85.74
"FBgn0039428"	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039429"	0.00	0.00	0.05	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.06	0.00
"FBgn0039430"	8.77	10.38	9.12	7.94	6.64	7.35	6.19	4.37	3.81	6.19	4.36	4.85
"FBgn0039431"	1.89	1.77	1.56	1.20	0.85	1.14	1.08	0.67	0.41	0.89	0.47	0.87
"FBgn0039434"	0.00	0.00	0.00	0.10	0.08	53.09	34.92	0.08	0.07	7.73	0.12	35.63
"FBgn0039435"	2.02	0.37	0.56	0.00	0.00	5.70	1.81	1.58	4.12	0.00	0.00	1.09
"FBgn0039436"	0.00	0.00	0.00	0.00	0.00	11.30	5.38	0.00	0.00	0.55	0.00	7.85
"FBgn0039437"	0.00	0.08	0.00	0.00	0.00	16.53	9.64	0.00	0.15	0.75	0.06	10.40
"FBgn0039438"	1.20	0.22	0.00	0.00	0.00	0.11	1.42	1.35	5.62	0.11	0.08	0.10
"FBgn0039439"	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.10
"FBgn0039440"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17
"FBgn0039441"	13.49	2.14	5.23	0.00	0.08	29.16	9.57	4.87	5.21	0.15	0.06	2.85
"FBgn0039443"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.08	0.00
"FBgn0039444"	0.00	0.00	0.00	0.11	0.18	15.67	23.94	0.08	0.61	9.78	0.07	21.32
"FBgn0039448"	0.00	0.00	0.00	0.00	0.00	0.20	3.84	0.09	0.00	0.19	0.00	0.44
"FBgn0039449"	56.91	53.47	54.92	48.35	46.50	47.14	56.74	45.41	37.52	48.87	42.72	46.90
"FBgn0039450"	83.06	86.54	87.76	78.05	73.54	72.43	47.82	38.97	32.71	51.30	43.09	43.65
"FBgn0039451"	54.88	43.85	38.72	50.74	38.89	47.06	19.07	12.48	10.05	28.97	20.58	22.37
"FBgn0039452"	9.91	9.93	32.65	0.00	0.00	0.00	10.50	42.01	39.56	0.00	0.53	0.00
"FBgn0039453"	10.54	10.54	47.47	0.00	0.00	0.35	12.62	25.69	22.81	0.00	0.00	2.61
"FBgn0039454"	0.00	0.09	0.20	0.22	0.00	0.09	0.27	0.48	0.00	0.34	0.19	0.23
"FBgn0039459"	65.91	65.96	53.73	65.30	57.67	56.15	30.10	25.80	18.01	40.08	35.23	35.78
"FBgn0039461"	65.44	70.08	59.68	53.79	61.78	54.19	13.86	13.83	15.59	23.51	23.94	14.88
"FBgn0039462"	3.73	5.74	4.08	6.24	7.43	7.56	10.48	13.43	16.46	13.64	15.53	16.89
"FBgn0039463"	0.00	0.00	0.06	0.00	0.00	0.05	0.05	0.09	0.00	0.14	0.00	0.00
"FBgn0039464"	52.20	50.85	53.54	40.77	36.46	36.03	51.55	47.86	47.13	37.74	35.95	41.00
"FBgn0039465"	113.68	122.41	123.87	90.28	93.81	98.12	157.72	163.69	151.81	109.32	112.49	116.39
"FBgn0039466"	33.28	25.86	27.78	24.40	19.12	25.95	4.28	2.92	2.26	8.41	7.35	7.23
"FBgn0039467"	0.70	0.46	1.06	0.18	0.06	0.60	0.32	0.91	0.52	0.43	0.10	0.59
"FBgn0039469"	0.00	0.00	0.00	0.00	0.06	4.37	2.22	0.00	0.05	3.04	0.00	4.78
"FBgn0039470"	0.93	1.34	5.16	0.00	0.00	0.04	1.45	4.22	3.48	0.03	0.00	0.38
"FBgn0039471"	0.52	0.23	3.88	0.00	0.00	0.00	2.90	6.41	5.39	0.00	0.00	0.07
"FBgn0039472"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039473"	0.00	0.00	0.27	0.00	0.08	0.00	0.00	0.14	0.13	0.07	0.00	0.27
"FBgn0039474"	0.22	0.39	1.25	0.00	0.00	0.00	0.33	0.85	0.60	0.00	0.00	0.28
"FBgn0039475"	0.22	0.38	1.42	0.00	0.00	0.00	0.49	0.28	0.66	0.00	0.00	0.62
"FBgn0039476"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039478"	0.04	0.00	0.00	0.05	0.07	0.04	0.09	0.00	0.06	0.08	0.02	0.02
"FBgn0039479"	0.05	0.00	0.06	0.00	0.00	1.58	1.07	0.14	0.44	1.15	0.08	0.58
"FBgn0039480"	0.00	0.00	0.00	0.00	0.00	0.42	0.38	0.05	0.00	0.65	0.04	0.65
"FBgn0039481"	0.00	0.00	0.00	0.00	0.00	0.08	0.42	0.29	0.14	0.23	0.00	0.28
"FBgn0039482"	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039483"	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00
"FBgn0039485"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039486"	0.36	0.73	2.45	0.00	0.00	0.00	0.77	1.35	1.32	0.07	0.11	0.00
"FBgn0039487"	56.82	58.53	52.99	43.16	42.71	46.92	45.17	35.99	33.56	41.20	37.51	38.40
"FBgn0039488"	82.88	76.23	75.59	77.14	84.77	77.24	109.79	104.50	103.39	96.92	102.76	95.95
"FBgn0039489"	28.98	28.46	31.01	26.00	26.99	27.11	36.02	34.93	29.80	28.13	27.82	30.19
"FBgn0039490"	0.00	0.00	0.03	0.07	0.20	0.09	0.00	0.00	0.05	0.08	0.13	0.05
"FBgn0039491"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.02	0.00
"FBgn0039492"	82.30	60.86	62.32	70.77	54.01	66.62	77.20	59.44	47.27	63.85	50.53	57.52
"FBgn0039494"	0.47	0.06	0.49	0.36	0.12	0.37	0.38	0.73	0.42	0.77	2.20	0.54
"FBgn0039495"	0.11	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.05	0.00	0.04	0.05
"FBgn0039498"	0.00	0.08	0.18	0.10	0.08	0.00	0.00	0.07	0.00	0.00	0.00	0.14
"FBgn0039500"	0.00	0.05	0.06	0.07	0.17	0.28	0.17	0.05	0.05	0.42	0.16	0.24
"FBgn0039501"	0.44	0.36	0.24	0.45	1.38	1.63	2.71	3.22	3.64	2.44	3.52	3.26
"FBgn0039503"	0.00	0.00	0.00	0.11	0.00	0.00	0.09	0.00	0.22	0.08	0.06	0.15
"FBgn0039504"	0.09	0.00	0.11	0.24	0.10	0.00	0.20	0.09	0.00	0.38	0.22	0.17
"FBgn0039505"	71.82	71.68	72.79	69.27	61.14	67.11	56.44	50.22	51.76	66.80	69.34	63.67
"FBgn0039507"	42.62	32.95	34.70	32.68	29.26	34.16	15.06	12.43	9.42	22.78	16.54	15.91
"FBgn0039508"	33.93	35.28	28.87	34.46	27.55	32.32	2.36	2.44	3.05	5.43	5.27	5.29
"FBgn0039509"	38.20	36.56	35.22	40.62	38.26	41.66	18.20	24.49	28.23	34.50	31.83	29.23
"FBgn0039510"	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039511"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039518"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039519"	0.09	0.00	0.05	0.00	0.00	0.04	0.28	0.08	0.08	0.02	0.00	0.00
"FBgn0039520"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039521"	0.00	0.99	1.32	0.00	0.00	0.67	0.87	0.91	0.71	0.96	0.00	0.88
"FBgn0039522"	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039523"	0.05	0.02	0.00	0.63	0.25	0.93	0.08	0.04	0.00	1.50	2.34	1.90
"FBgn0039525"	5.06	5.19	5.80	1.66	1.55	1.22	3.07	2.45	1.53	1.36	1.46	1.08
"FBgn0039527"	0.13	0.07	0.13	0.02	0.01	0.64	0.19	0.18	0.24	0.49	0.09	0.45
"FBgn0039528"	47.51	36.59	37.03	39.59	32.49	41.25	20.06	13.73	11.48	25.38	19.46	24.83
"FBgn0039529"	0.05	0.00	0.12	0.00	0.00	0.00	0.05	0.05	0.09	0.00	0.00	0.05
"FBgn0039530"	0.25	0.09	0.23	0.05	0.23	0.34	0.23	0.30	0.31	0.38	0.26	0.39
"FBgn0039531"	23.18	26.55	23.66	24.18	25.21	27.12	2.04	2.54	3.24	7.08	5.88	4.24
"FBgn0039532"	129.14	132.64	133.87	112.54	120.84	118.90	147.99	138.93	115.65	128.88	115.61	129.30
"FBgn0039536"	0.22	0.05	0.28	0.00	0.00	0.14	0.25	0.28	0.18	0.06	0.05	0.12
"FBgn0039537"	124.42	120.38	114.01	113.57	102.70	107.25	143.19	142.69	142.30	56.26	51.30	49.89
"FBgn0039538"	63.74	68.31	66.33	53.16	50.03	44.20	1.39	1.78	2.04	5.46	4.75	4.00
"FBgn0039543"	34.00	29.79	28.57	48.94	45.89	50.82	41.51	40.39	34.42	59.11	56.36	65.34
"FBgn0039544"	63.50	51.16	49.97	60.56	54.40	59.97	74.48	62.01	52.86	63.11	51.06	61.44
"FBgn0039551"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039552"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039554"	80.63	72.81	75.00	70.66	61.37	69.06	94.06	85.63	77.55	81.23	68.84	82.26
"FBgn0039555"	69.70	72.80	72.18	81.29	84.82	79.61	78.32	76.36	70.16	80.53	86.44	78.40
"FBgn0039557"	47.01	40.60	36.49	54.59	54.07	55.77	66.00	59.85	66.85	66.35	69.69	66.89
"FBgn0039558"	88.11	91.81	74.61	105.05	117.67	105.99	123.66	126.23	130.48	135.41	156.79	145.31
"FBgn0039559"	173.35	153.98	133.91	148.77	118.79	140.38	18.54	20.42	24.58	30.37	29.71	27.32
"FBgn0039560"	50.86	38.15	40.08	45.87	40.88	44.23	56.70	50.13	49.32	50.06	47.09	51.35
"FBgn0039561"	56.46	49.61	43.37	49.32	42.33	48.98	4.36	4.49	4.10	9.16	8.90	7.12
"FBgn0039562"	273.34	210.25	204.85	258.68	215.04	280.88	249.40	221.36	218.03	298.90	270.86	291.10
"FBgn0039563"	130.76	131.51	127.43	110.42	99.98	103.32	31.04	23.58	25.05	37.61	36.74	28.97
"FBgn0039564"	0.55	0.22	0.44	0.39	0.68	0.61	0.87	1.08	0.95	1.23	1.41	1.72
"FBgn0039565"	71.81	71.73	71.55	80.05	76.74	74.49	16.15	16.57	14.20	27.13	27.08	20.05
"FBgn0039566"	53.57	49.30	44.39	58.84	62.11	65.30	79.39	76.01	78.12	79.65	85.29	91.90
"FBgn0039568"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07
"FBgn0039576"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039577"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039580"	40.48	36.79	35.80	35.02	31.46	32.87	20.00	19.85	21.65	20.27	18.50	16.79
"FBgn0039581"	96.36	75.46	71.56	102.87	92.98	102.41	144.37	129.14	129.83	127.18	117.37	139.34
"FBgn0039582"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039584"	0.20	0.14	0.73	0.00	0.00	0.32	0.43	0.47	0.37	0.15	0.02	0.14
"FBgn0039585"	0.11	0.22	0.00	0.14	0.23	0.39	0.18	0.10	0.14	0.11	0.29	0.45
"FBgn0039588"	13.85	12.83	11.90	15.34	12.78	14.70	9.29	7.24	6.63	11.29	9.11	7.88
"FBgn0039589"	60.24	61.60	54.79	50.54	46.74	49.75	6.14	7.20	7.71	10.02	10.15	7.91
"FBgn0039590"	11.62	8.22	7.59	9.13	7.09	10.13	5.13	5.43	6.46	6.41	7.36	7.17
"FBgn0039591"	0.00	0.00	0.23	0.00	0.03	0.00	0.03	0.12	0.20	0.22	0.19	0.18
"FBgn0039592"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039593"	0.07	0.07	0.00	0.42	0.21	0.75	0.14	0.25	0.17	1.76	6.32	2.22
"FBgn0039594"	0.16	0.16	0.37	0.03	0.02	1.34	1.53	0.24	0.22	0.93	0.15	1.71
"FBgn0039595"	0.19	0.11	0.34	0.00	0.00	0.15	0.16	0.41	0.31	0.04	0.00	0.00
"FBgn0039596"	0.06	0.03	0.26	0.00	0.03	0.00	0.09	0.08	0.07	0.08	0.04	0.03
"FBgn0039597"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.07	0.00	0.00	0.15
"FBgn0039598"	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.06	0.05	0.06
"FBgn0039599"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039600"	50.38	39.24	37.80	56.74	56.71	65.96	90.45	88.76	95.55	93.68	93.10	106.58
"FBgn0039601"	52.19	49.13	47.20	52.50	50.46	51.44	73.25	71.64	71.27	60.80	63.07	64.77
"FBgn0039602"	29.50	25.22	27.72	24.37	22.10	23.33	31.76	27.30	21.95	26.73	23.79	27.56
"FBgn0039609"	0.10	0.11	0.74	0.00	0.00	0.04	0.15	0.16	0.06	0.10	0.13	0.19
"FBgn0039611"	0.37	0.14	1.31	0.21	0.17	0.66	0.76	0.88	0.50	1.20	0.68	1.04
"FBgn0039612"	0.17	0.39	1.25	0.13	0.15	0.58	0.60	0.72	0.46	1.04	0.90	0.80
"FBgn0039613"	0.10	0.24	0.08	0.00	0.04	0.07	0.44	0.29	0.21	0.17	0.15	0.28
"FBgn0039616"	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.09	0.00	0.00	0.00	0.04
"FBgn0039617"	0.05	0.02	0.33	0.00	0.00	0.07	0.05	0.15	0.12	0.05	0.00	0.06
"FBgn0039620"	0.13	0.03	0.46	0.04	0.13	0.50	0.83	1.08	1.01	0.41	0.41	1.29
"FBgn0039621"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.16	0.00	0.14
"FBgn0039622"	0.00	0.14	0.00	0.18	0.43	0.15	0.00	0.27	0.49	0.42	0.21	0.50
"FBgn0039623"	54.76	48.37	49.38	50.90	43.81	53.59	22.73	17.08	14.05	32.59	28.29	31.97
"FBgn0039625"	46.47	50.18	46.53	56.74	49.48	49.43	25.20	21.42	23.09	33.45	28.53	25.81
"FBgn0039626"	53.85	45.83	43.01	51.72	49.16	51.13	71.30	67.11	67.93	66.29	65.90	68.27
"FBgn0039627"	63.99	66.79	72.47	61.33	66.88	62.04	39.89	34.03	37.34	55.33	48.75	47.28
"FBgn0039628"	0.00	0.08	0.00	0.10	0.08	0.08	0.08	0.07	0.27	0.23	0.00	0.21
"FBgn0039629"	0.00	0.00	0.00	0.00	0.08	0.22	0.16	0.41	0.26	0.14	0.05	0.46
"FBgn0039630"	0.39	0.16	0.09	0.30	0.57	0.32	0.42	0.30	0.21	0.39	0.89	0.36
"FBgn0039631"	32.59	27.64	28.94	29.81	29.96	29.22	30.58	26.07	22.60	31.94	27.56	30.81
"FBgn0039632"	72.78	61.26	62.97	63.32	57.79	63.40	34.71	30.25	28.60	44.34	38.61	39.45
"FBgn0039633"	29.18	18.22	22.17	22.89	16.76	22.01	12.02	10.61	10.68	16.10	15.40	16.73
"FBgn0039634"	70.27	60.59	64.09	58.74	56.25	64.21	14.05	9.97	9.31	26.23	21.57	19.26
"FBgn0039635"	187.19	177.79	161.43	186.37	167.53	169.22	40.61	48.68	57.30	51.02	48.09	43.82
"FBgn0039636"	38.46	33.39	33.83	37.43	33.83	38.84	25.77	25.64	30.94	31.64	31.50	31.16
"FBgn0039637"	69.44	63.07	61.31	57.61	51.03	61.04	33.81	22.26	15.95	38.43	31.78	34.64
"FBgn0039638"	78.08	76.53	72.74	58.70	56.02	58.68	63.53	53.26	44.25	69.23	59.37	67.38
"FBgn0039639"	28.74	25.06	33.47	27.20	25.89	29.12	28.25	23.15	21.81	30.03	25.65	26.47
"FBgn0039640"	212.06	203.76	192.18	174.87	150.80	179.41	8.79	4.87	2.25	31.08	22.53	15.29
"FBgn0039641"	14.13	14.85	14.48	11.94	11.59	11.78	10.37	8.88	6.85	11.33	8.59	9.33
"FBgn0039642"	38.87	42.01	40.09	38.93	39.19	34.22	7.39	8.39	10.78	11.85	15.03	11.03
"FBgn0039644"	237.36	195.73	205.84	208.73	177.25	218.20	114.37	77.97	56.68	131.37	100.39	117.15
"FBgn0039645"	0.02	0.00	0.11	0.00	0.00	0.00	0.05	0.04	0.10	0.00	0.00	0.01
"FBgn0039647"	0.37	0.22	0.80	0.17	0.19	0.46	0.53	0.66	0.50	0.22	0.18	0.43
"FBgn0039648"	0.00	0.00	0.00	0.00	0.16	0.79	1.81	0.00	0.13	1.51	0.00	1.81
"FBgn0039650"	23.26	28.14	23.72	16.48	17.77	21.43	27.43	25.42	23.65	22.34	19.98	21.97
"FBgn0039651"	0.36	0.12	0.29	0.47	0.44	0.69	0.39	0.92	0.64	1.51	1.38	1.95
"FBgn0039654"	38.97	32.60	29.44	37.31	33.99	40.35	54.52	46.53	50.91	46.85	46.31	50.48
"FBgn0039655"	0.13	0.13	0.15	0.25	0.07	0.27	0.14	0.12	0.06	0.32	0.29	0.12
"FBgn0039656"	0.00	0.00	0.09	0.00	0.00	0.03	0.03	0.02	0.05	0.00	0.02	0.12
"FBgn0039659"	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.02	0.00	0.00	0.02	0.04
"FBgn0039663"	23.06	20.07	18.82	17.79	14.29	18.62	1.29	0.80	1.02	3.08	3.00	3.43
"FBgn0039664"	12.91	12.73	9.11	14.19	11.89	13.17	1.67	2.50	2.49	3.74	4.91	4.26
"FBgn0039665"	97.73	96.46	85.18	115.73	103.23	106.64	102.03	92.51	76.65	113.77	94.69	106.63
"FBgn0039666"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.31	0.00	0.00
"FBgn0039667"	0.12	0.08	0.26	0.15	0.24	0.96	0.73	0.33	0.58	0.97	0.65	0.67
"FBgn0039668"	70.98	54.74	52.70	53.31	46.90	53.95	53.74	38.85	30.76	48.28	36.84	44.37
"FBgn0039669"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00
"FBgn0039670"	4.07	2.39	14.03	0.15	0.00	0.85	4.80	12.37	11.15	0.23	0.44	0.21
"FBgn0039671"	1.64	0.26	6.98	0.00	0.00	0.13	0.68	4.06	3.24	0.00	0.10	0.35
"FBgn0039673"	0.18	0.15	0.56	0.09	0.15	0.15	0.55	0.38	0.13	0.65	0.33	0.50
"FBgn0039674"	66.38	61.24	59.25	69.50	62.56	66.49	60.18	55.49	53.72	44.34	41.64	43.83
"FBgn0039675"	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.04	0.05	0.07	0.04
"FBgn0039676"	0.00	0.00	0.00	0.11	0.19	0.23	0.05	0.00	0.00	0.27	0.13	0.37
"FBgn0039677"	0.00	0.00	0.00	0.05	0.09	0.09	0.09	0.00	0.00	0.08	0.21	0.14
"FBgn0039678"	13.97	18.40	23.78	271.70	205.27	406.14	105.98	170.19	157.74	844.74	851.47	586.93
"FBgn0039679"	0.05	0.00	0.06	0.06	0.16	0.05	0.00	0.14	0.22	0.35	0.08	0.18
"FBgn0039680"	67.20	55.14	59.26	49.60	48.15	52.86	61.95	54.39	51.16	50.74	48.37	52.74
"FBgn0039681"	0.00	0.00	0.32	0.22	0.00	0.66	0.43	0.24	0.12	0.00	0.43	0.18
"FBgn0039682"	4.54	2.88	17.68	1.13	1.45	8.38	4.39	10.15	7.64	7.85	15.25	5.63
"FBgn0039683"	0.03	0.00	0.00	0.16	0.13	0.83	0.30	0.41	0.27	1.20	0.87	0.90
"FBgn0039684"	0.89	0.46	1.56	0.00	0.00	0.23	0.48	0.42	0.00	0.00	0.34	0.41
"FBgn0039685"	0.00	0.00	0.00	0.46	0.00	0.37	0.39	0.17	0.15	0.71	0.54	0.00
"FBgn0039686"	0.05	0.05	0.19	0.07	0.00	1.08	0.62	0.05	0.18	1.20	0.56	0.86
"FBgn0039687"	100.54	109.60	112.75	80.98	93.35	84.37	113.69	110.59	109.30	106.79	122.86	108.79
"FBgn0039688"	2.38	1.68	1.84	0.40	0.55	0.52	2.48	1.95	1.65	0.98	0.96	0.80
"FBgn0039689"	42.62	45.72	43.39	53.42	51.93	49.53	12.78	10.95	12.85	26.07	27.33	24.18
"FBgn0039690"	12.46	13.82	15.35	15.03	12.32	15.57	15.24	13.49	12.66	18.86	17.26	17.62
"FBgn0039691"	86.72	78.85	79.62	76.72	76.52	80.96	107.99	105.43	99.30	92.10	87.91	96.56
"FBgn0039694"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00
"FBgn0039696"	40.94	37.49	34.90	31.11	28.59	31.50	8.96	9.01	7.91	14.50	12.80	11.67
"FBgn0039697"	292.84	277.23	268.27	274.34	275.25	264.68	299.91	312.49	317.83	271.80	258.60	281.88
"FBgn0039698"	69.89	70.54	58.19	73.23	73.51	76.89	35.10	28.32	27.06	53.01	54.22	51.60
"FBgn0039702"	43.14	39.63	37.70	35.89	33.15	31.86	5.33	4.14	4.47	12.77	12.04	9.58
"FBgn0039703"	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.08
"FBgn0039704"	0.05	0.00	0.09	1.85	1.13	4.91	0.54	0.20	0.10	6.33	6.81	5.48
"FBgn0039705"	51.45	46.89	46.93	50.45	46.27	48.86	47.36	39.23	35.02	53.90	45.05	47.92
"FBgn0039707"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039709"	0.10	0.06	0.12	0.53	0.32	1.47	0.58	0.80	0.55	3.08	1.90	2.13
"FBgn0039710"	112.59	103.51	104.14	111.59	107.97	101.61	106.87	93.39	81.61	97.07	82.17	82.05
"FBgn0039711"	92.07	86.41	81.79	77.60	81.05	83.11	111.53	100.97	98.29	87.96	84.35	90.62
"FBgn0039712"	138.17	127.51	127.28	126.98	133.20	125.65	112.06	94.28	85.30	124.39	110.99	107.20
"FBgn0039713"	4011.92	4096.95	4140.87	4518.23	4690.69	4327.96	5437.31	5483.56	5960.16	5512.21	5460.72	5297.66
"FBgn0039714"	76.21	73.73	68.58	79.06	73.33	80.19	19.83	18.01	18.19	28.33	27.58	21.12
"FBgn0039718"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039719"	0.49	0.50	2.28	0.00	0.00	2.55	2.13	1.63	4.38	0.00	0.00	1.35
"FBgn0039722"	0.13	0.28	0.47	0.00	0.00	0.00	0.44	0.13	0.83	0.00	0.00	0.00
"FBgn0039723"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.07	0.00	0.00
"FBgn0039726"	57.57	60.34	54.87	48.59	52.79	46.62	25.06	20.51	24.46	37.16	39.15	37.72
"FBgn0039727"	3.41	2.91	2.80	4.81	3.49	4.40	0.99	1.07	1.24	1.50	1.76	1.82
"FBgn0039728"	0.01	0.04	0.07	0.18	0.04	0.87	0.68	0.12	0.22	0.68	0.43	0.64
"FBgn0039730"	76.07	59.22	54.64	63.98	63.68	70.84	73.22	64.37	65.60	56.15	50.60	52.30
"FBgn0039731"	46.77	48.93	44.48	40.96	39.22	38.55	6.25	7.33	8.49	10.27	12.42	9.90
"FBgn0039732"	72.60	82.02	83.61	61.33	71.94	65.79	98.69	94.67	107.27	85.26	93.42	85.14
"FBgn0039733"	99.41	88.97	82.49	93.20	80.24	88.18	91.66	77.75	68.36	86.72	73.45	75.36
"FBgn0039734"	0.66	0.43	0.57	0.81	1.28	2.08	6.09	7.23	7.72	4.59	6.12	6.70
"FBgn0039735"	727.52	822.64	813.01	739.67	824.90	741.22	474.54	472.51	438.89	592.04	578.33	535.56
"FBgn0039736"	0.33	0.34	1.54	0.47	0.39	0.46	0.44	1.05	0.68	0.63	1.35	0.68
"FBgn0039737"	148.25	133.98	129.92	144.89	118.75	130.09	22.55	21.80	18.91	53.21	49.36	50.80
"FBgn0039738"	0.40	0.28	0.78	0.63	0.87	1.51	4.45	4.18	5.70	3.76	3.57	4.84
"FBgn0039739"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.47	0.55
"FBgn0039740"	61.43	50.36	48.46	57.92	56.15	62.33	74.85	65.06	65.94	65.31	61.33	67.90
"FBgn0039741"	116.43	106.50	110.53	106.49	93.71	95.63	42.55	33.85	28.06	64.13	50.61	48.61
"FBgn0039742"	0.08	0.00	0.47	0.00	0.08	0.17	0.60	0.60	0.49	0.48	0.55	1.24
"FBgn0039743"	97.78	88.98	85.84	95.01	99.48	102.87	137.49	139.57	142.15	133.90	133.70	135.91
"FBgn0039744"	0.00	0.00	0.00	0.00	0.38	0.19	0.00	0.69	0.49	0.18	0.69	0.33
"FBgn0039747"	0.02	0.00	0.07	0.03	0.00	0.04	0.11	0.04	0.16	0.00	0.05	0.07
"FBgn0039748"	0.11	0.09	0.62	0.11	0.00	0.18	0.18	0.25	0.15	0.00	0.00	0.05
"FBgn0039749"	0.11	0.22	0.07	0.16	0.69	0.65	0.74	1.21	1.11	1.89	2.05	1.71
"FBgn0039751"	31.09	32.50	35.44	28.90	27.24	27.87	24.74	21.23	18.08	22.96	21.27	20.71
"FBgn0039752"	0.00	0.00	0.00	0.05	0.19	0.33	0.12	0.07	0.06	0.46	0.70	0.49
"FBgn0039754"	0.38	0.17	0.38	0.17	0.04	4.08	5.99	0.97	1.98	4.17	0.73	3.03
"FBgn0039755"	0.14	0.14	0.16	0.00	0.00	0.00	0.07	0.33	0.24	0.00	0.16	0.00
