	"RWUpf_B.isoforms.results"	"RWUpf_C.isoforms.results"	"RWUpf_D.isoforms.results"	"RWNos_A.isoforms.results"	"RWNos_B.isoforms.results"	"RWNos_C.isoforms.results"	"RWUN_G.isoforms.results"	"RWUN_K.isoforms.results"	"RWUN_L.isoforms.results"	"RWL7_A.isoforms.results"	"RWL7_B.isoforms.results"	"RWL7_C.isoforms.results"	"RWW_B.isoforms.results"	"RWW_C.isoforms.results"	"RWW_D.isoforms.results"
"FBtr0306240"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0306241"	185.71	489.00	825.15	165.99	331.04	164.65	696.85	361.66	706.44	126.56	117.57	165.19	120.35	199.00	376.35
"FBtr0306242"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333858"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333859"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333860"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.95	0.00	0.00	0.00	0.00
"FBtr0084432"	3239.90	3658.95	3130.21	4342.09	4911.04	4479.19	3966.97	4184.41	3728.00	3964.62	3930.49	3865.45	3178.64	2582.80	3074.39
"FBtr0305982"	13.38	6.60	8.92	37.42	29.73	25.61	32.68	37.35	22.41	28.32	29.65	50.09	21.72	13.78	17.58
"FBtr0333777"	1667.72	1633.46	1235.86	1796.49	1443.23	1167.20	1354.35	2313.24	2078.59	2319.05	2334.86	2390.46	2325.63	2191.42	2871.04
"FBtr0083727"	2513.54	2696.27	2356.94	2855.76	2910.41	2938.46	2119.54	2542.08	2220.31	2731.63	2965.17	2950.71	2688.96	2880.97	3397.36
"FBtr0083728"	2007.64	2372.23	2100.97	2674.36	2798.69	2785.03	1618.36	1694.76	1870.80	2255.59	2437.78	2575.04	2722.44	2427.89	2148.80
"FBtr0346155"	83.82	75.50	58.08	79.88	121.91	72.51	64.10	65.15	112.89	70.78	66.06	66.25	48.60	79.14	75.84
"FBtr0079685"	759.79	825.38	959.73	1110.16	1241.62	1028.14	1306.84	1069.31	1207.51	860.08	648.77	1033.01	801.72	517.60	1595.65
"FBtr0333416"	398.21	480.62	363.27	312.84	502.38	475.86	690.16	439.69	481.49	457.92	529.23	317.99	479.28	348.40	468.35
"FBtr0085733"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085734"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBtr0089063"	50.70	0.00	5.65	77.02	10.29	93.85	141.19	154.81	116.20	274.81	276.00	225.74	236.28	106.81	93.35
"FBtr0089065"	148.79	172.77	121.64	150.20	122.19	124.54	61.64	50.65	39.07	125.01	100.25	138.03	99.95	141.27	143.68
"FBtr0089067"	2899.33	3042.61	2363.78	3278.71	3421.28	2739.52	736.98	729.05	690.88	3042.45	2937.46	3537.43	2709.46	3147.52	3631.22
"FBtr0089069"	38.14	117.96	93.69	38.48	96.38	74.93	18.26	0.00	63.51	77.04	28.93	46.41	81.48	99.81	114.67
"FBtr0333670"	881.04	892.65	744.24	1038.59	1077.86	864.16	179.93	146.49	112.33	972.69	596.36	833.39	694.83	991.59	1180.08
"FBtr0087102"	124.24	373.25	135.12	328.61	188.77	531.28	417.77	430.26	446.65	291.78	178.12	427.21	495.13	305.23	1035.83
"FBtr0087103"	99.60	127.65	132.45	168.52	159.99	120.00	158.47	158.43	143.13	208.43	100.11	158.34	350.51	264.36	473.25
"FBtr0087104"	16.29	10.68	16.31	10.86	24.18	37.47	26.64	10.06	13.10	10.17	7.34	28.00	25.71	15.44	32.64
"FBtr0340063"	573.56	720.50	669.06	844.18	921.53	489.85	852.53	857.26	742.37	845.31	754.47	645.86	942.41	1007.21	921.68
"FBtr0345340"	195.31	138.92	132.06	169.83	257.53	284.40	285.60	222.99	305.75	155.31	186.95	106.60	103.24	122.77	282.61
"FBtr0071686"	1137.00	1918.00	2251.00	1113.00	1356.00	855.00	1791.00	1018.00	1563.00	842.00	808.00	928.00	921.00	913.00	2104.00
"FBtr0083509"	0.00	1.00	0.00	3.00	2.00	1.00	0.00	1.00	0.00	2.00	0.00	1.00	1.00	0.00	2.00
"FBtr0083510"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079076"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343225"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0082865"	1123.00	1198.00	1078.00	1925.00	1965.00	1935.00	154.00	125.00	178.00	1280.00	1453.00	1583.00	1232.00	1276.00	1546.00
"FBtr0081201"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302360"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087463"	0.00	10.44	0.00	0.00	3.55	0.00	3.40	8.87	0.00	0.00	6.96	0.00	0.00	0.00	0.00
"FBtr0329884"	3.00	0.56	6.00	6.00	9.45	8.00	11.60	0.13	12.00	9.00	2.04	13.00	7.00	3.00	10.00
"FBtr0085552"	300.99	304.16	289.09	420.65	420.92	375.05	365.12	389.78	395.02	273.00	318.28	372.02	303.61	257.40	324.29
"FBtr0334701"	11197.01	12880.84	10730.91	15894.35	16557.08	15145.95	14433.88	16837.22	15364.98	14661.00	13401.72	14388.98	12912.39	12355.60	14476.71
"FBtr0072343"	358.10	405.57	241.68	575.47	480.36	587.41	188.75	127.61	148.02	419.67	414.91	499.93	358.37	403.62	403.63
"FBtr0273253"	5830.03	5706.12	4838.07	6738.96	6739.22	6424.57	2098.08	2580.69	2459.44	6309.93	6145.25	6237.28	5766.57	5583.61	6160.15
"FBtr0305985"	191.87	175.30	141.25	331.57	398.42	333.03	8.17	25.71	12.54	194.40	200.84	248.79	275.06	262.77	259.22
"FBtr0083063"	5059.00	5456.00	4507.00	5694.00	5642.00	5807.00	5526.00	7027.00	6305.00	5358.00	6055.00	5949.00	5289.00	5449.00	5310.00
"FBtr0082654"	0.00	0.00	0.00	0.00	10.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.10	4.55
"FBtr0082655"	2163.00	2675.00	2566.00	3151.00	3422.50	2984.00	1621.00	1408.00	1567.00	2454.00	2129.00	2420.00	2507.00	2024.90	3400.45
"FBtr0076775"	146.86	172.79	173.86	250.40	190.44	202.88	42.62	36.46	26.06	164.79	137.94	174.41	167.08	177.00	222.64
"FBtr0076776"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076777"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076780"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076782"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300499"	10.66	16.15	10.11	16.01	7.17	7.24	2.11	5.54	3.94	11.83	10.53	8.83	10.33	17.76	29.01
"FBtr0300500"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0306535"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0332080"	0.00	2.01	0.00	4.06	2.05	7.34	0.00	0.00	0.00	2.01	3.61	1.77	0.00	0.00	0.00
"FBtr0332081"	0.00	3.05	0.00	0.00	3.68	1.80	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00
"FBtr0332082"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.59	0.00	0.00
"FBtr0332083"	8.48	0.00	6.03	12.54	44.65	6.75	7.27	0.00	0.00	12.54	5.92	6.00	0.00	7.24	6.35
"FBtr0346536"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0078247"	1976.37	3304.38	3423.06	2394.50	3380.92	2702.13	2078.84	1125.32	1954.51	1960.07	1656.86	2366.62	2149.39	1951.32	4814.99
"FBtr0078250"	1036.46	1057.39	1235.43	1442.86	1096.98	927.76	625.48	552.55	475.91	754.55	764.67	873.43	1066.43	957.78	1810.64
"FBtr0304935"	11.85	34.23	0.00	10.64	13.10	4.88	5.00	0.00	0.00	0.00	0.00	0.00	0.00	9.02	4.83
"FBtr0304936"	8.32	0.00	11.78	0.00	0.00	0.00	6.11	22.92	22.99	10.77	31.11	18.92	11.13	7.89	17.97
"FBtr0331523"	0.00	0.00	19.72	0.00	0.00	0.24	32.57	30.21	38.58	21.61	17.36	24.03	11.05	0.00	16.57
"FBtr0086910"	9356.78	9593.64	7614.43	10366.27	10722.92	10034.16	9536.34	12305.42	10094.31	10547.45	11943.12	11796.55	10467.04	9956.57	10452.60
"FBtr0086911"	63.22	57.36	55.57	87.73	67.08	81.84	63.66	64.58	56.69	81.55	75.88	59.45	82.96	50.43	75.40
"FBtr0077589"	1016.00	1134.00	963.00	1675.00	1740.00	1631.00	730.00	776.00	841.00	1169.00	1221.00	1267.00	1105.00	1087.00	1501.00
"FBtr0086829"	375.45	415.79	371.60	434.38	541.11	442.61	168.18	221.73	212.71	389.89	416.33	520.98	463.77	208.41	480.65
"FBtr0086830"	1955.55	1969.21	1657.40	2404.62	2472.89	2153.39	497.82	468.27	514.29	2647.11	2362.67	2398.02	2372.23	2209.59	2672.35
"FBtr0072561"	14.00	7.00	11.00	7.00	9.00	4.00	16.00	25.00	20.00	12.00	24.00	20.00	7.00	8.00	8.00
"FBtr0071592"	16639.93	14761.89	11939.35	15380.19	15813.50	13405.21	15888.79	20844.69	16964.43	21007.90	20837.46	20697.32	18966.69	17053.02	18491.94
"FBtr0071593"	1716.65	1782.80	1426.18	1754.78	1712.52	1605.31	1229.03	1559.26	1404.42	2181.49	1982.77	2203.39	2043.20	1988.09	1941.36
"FBtr0305669"	136.42	104.32	87.48	140.03	143.98	101.48	110.17	106.05	158.15	148.61	151.77	182.29	176.12	156.90	145.70
"FBtr0112888"	27.02	55.37	40.70	18.33	38.43	49.66	0.00	0.00	3.09	13.77	47.44	0.00	10.15	37.30	44.34
"FBtr0112889"	0.07	19.85	12.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	15.93
"FBtr0308562"	31.57	58.93	0.00	66.51	96.15	49.19	0.00	0.00	0.00	27.72	0.71	12.03	66.71	100.55	94.16
"FBtr0308563"	0.00	24.36	53.26	79.07	0.00	0.00	0.63	0.00	0.00	0.00	0.00	26.23	0.00	16.58	0.00
"FBtr0308564"	29.36	56.59	68.97	30.79	0.00	0.00	8.37	4.00	4.91	7.94	0.00	46.72	0.00	43.56	50.88
"FBtr0330380"	0.07	19.85	12.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	15.93
"FBtr0335206"	81.93	59.05	132.81	41.29	96.42	67.15	0.00	0.00	0.00	46.56	41.85	15.03	13.12	0.00	48.76
"FBtr0077095"	1696.77	3122.89	3863.89	2106.14	2613.28	1958.55	4625.49	2937.38	4474.19	1541.69	1399.71	1560.99	1399.10	1184.52	3124.76
"FBtr0077096"	57.97	67.06	144.75	0.00	35.38	33.53	164.31	62.29	99.53	30.79	0.00	27.83	0.00	11.08	0.00
"FBtr0306259"	196.26	415.05	585.36	290.86	393.35	217.93	706.19	396.33	510.27	126.51	105.29	153.17	173.90	149.40	403.24
"FBtr0072083"	50.00	53.00	47.00	63.00	67.00	63.00	7.00	8.00	6.00	53.00	34.00	32.00	54.00	83.00	54.00
"FBtr0072926"	2312.67	3047.27	3239.00	2924.00	3466.00	2796.00	714.68	421.00	584.35	2041.78	2014.00	2416.74	2357.72	1884.47	3909.00
"FBtr0072927"	2.33	4.73	0.00	0.00	0.00	0.00	2.32	0.00	4.65	2.22	0.00	2.26	2.28	4.53	0.00
"FBtr0075028"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075029"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0112890"	46.02	73.03	111.05	76.07	71.09	34.09	41.45	22.53	33.79	39.50	20.53	20.16	36.16	32.56	124.50
"FBtr0299586"	2.06	10.62	0.00	3.18	0.00	0.00	5.04	8.67	12.49	0.00	0.00	0.00	11.43	8.67	19.24
"FBtr0330194"	0.00	3.52	2.95	4.46	0.00	3.62	2.97	0.00	1.74	3.75	0.00	3.31	0.00	6.93	0.00
"FBtr0330195"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0332735"	13.92	29.82	0.00	15.29	36.91	37.29	18.54	3.80	17.97	21.75	18.47	37.53	11.41	32.83	17.26
"FBtr0089484"	1.25	1.20	3.12	0.46	4.24	5.87	1.41	6.81	6.60	0.00	0.00	16.87	4.47	0.05	35.31
"FBtr0089485"	391.94	186.07	157.65	0.81	172.03	68.64	86.86	17.00	96.71	1.67	81.18	104.86	314.45	0.25	49.60
"FBtr0089486"	1180.36	1849.74	2193.26	1090.79	1295.46	950.82	2908.62	1822.87	1820.68	675.50	784.13	783.36	1162.72	691.95	2159.99
"FBtr0089487"	1496.48	2736.88	2624.39	1670.01	2231.86	1470.30	3609.44	2795.23	3192.62	1998.53	1068.93	1536.20	1385.38	1220.21	3489.74
"FBtr0100457"	110.72	148.75	152.38	44.52	71.35	72.91	119.06	138.72	77.94	84.73	77.47	20.41	36.69	64.36	32.99
"FBtr0334581"	1091.94	1339.14	1021.21	1058.13	1059.52	948.17	1465.61	1549.19	1956.34	1149.48	1005.91	925.37	930.25	821.64	1764.52
"FBtr0334582"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334583"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.60
"FBtr0334584"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16
"FBtr0334585"	25.77	14.57	29.29	18.25	32.67	21.53	13.79	18.90	15.00	8.35	21.03	13.46	26.18	18.45	65.68
"FBtr0334586"	126.54	928.65	1024.71	475.02	832.87	334.77	1829.22	1036.27	1381.09	444.74	365.35	574.48	167.86	331.09	1352.39
"FBtr0301173"	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBtr0340651"	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
"FBtr0300012"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0304843"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343224"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0347408"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0347409"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077987"	1355.90	1602.25	1506.95	2100.65	2172.27	2034.40	136.00	88.51	135.84	1507.58	1430.85	1692.45	1728.36	1938.66	2288.87
"FBtr0077988"	92.10	183.75	81.05	436.35	399.73	320.60	0.00	4.49	14.16	61.42	43.15	45.55	2655.64	2993.34	3882.13
"FBtr0332272"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089288"	55.04	146.86	237.12	120.06	43.10	102.80	190.82	135.36	112.93	44.31	0.00	0.00	33.85	83.10	137.19
"FBtr0089289"	60.54	37.85	109.73	0.00	46.37	44.04	82.76	0.00	0.00	0.00	0.00	0.00	24.10	0.00	37.56
"FBtr0089290"	264.04	653.91	584.10	253.02	393.39	169.15	871.35	474.16	912.50	271.60	261.40	276.44	257.86	320.88	700.51
"FBtr0100447"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	74.61	29.96	90.87	0.00	0.00	0.00	0.00	0.00
"FBtr0100448"	399.37	542.37	587.06	555.92	725.15	509.01	915.07	869.93	849.61	371.22	352.60	419.56	436.79	287.93	919.74
"FBtr0329933"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0336949"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.94	0.00	0.00	0.00	0.00	7.40	9.10	0.00
"FBtr0088505"	773.00	732.00	522.00	897.00	1020.00	872.00	200.00	196.00	200.00	1010.00	976.00	960.00	1014.00	1131.00	1019.00
"FBtr0070923"	0.00	7.20	0.00	0.00	0.00	1.39	24.62	11.46	11.56	28.34	1.88	0.00	0.00	0.00	11.02
"FBtr0334014"	31.00	41.80	24.00	49.00	47.00	27.61	21.38	11.54	42.44	49.66	64.12	78.00	134.00	134.00	203.98
"FBtr0302020"	0.00	15.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302021"	14.00	1.72	17.50	7.00	7.50	4.50	18.00	10.50	16.00	11.50	10.00	13.00	6.00	9.00	18.00
"FBtr0344111"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344466"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0301618"	14.00	1.72	17.50	7.00	7.50	4.50	18.00	10.50	16.00	11.50	10.00	13.00	6.00	9.00	18.00
"FBtr0301619"	0.00	15.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344112"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344465"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0078121"	62.04	66.19	0.00	28.25	15.15	0.53	0.00	0.00	17.33	13.85	0.00	38.85	92.54	0.00	69.67
"FBtr0078122"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0078123"	376.89	1550.51	1985.86	669.75	820.93	426.07	1905.43	765.38	1606.31	337.89	288.20	233.13	369.25	503.40	1748.93
"FBtr0306341"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330652"	1.71	0.00	2.56	0.00	0.00	0.00	4.42	1.92	2.38	1.48	3.05	1.54	3.21	2.26	9.24
"FBtr0330653"	38.36	237.74	574.05	0.00	0.00	147.39	470.31	169.17	281.42	0.00	23.23	33.43	0.00	189.14	0.53
"FBtr0332336"	0.00	60.57	49.53	0.00	9.93	0.00	49.83	19.52	25.56	7.78	5.52	9.06	0.00	33.20	55.63
"FBtr0332337"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079355"	1952.96	2288.11	1922.02	2308.54	2471.48	2018.95	1686.35	1672.03	1612.93	2124.69	1986.07	2308.32	2595.75	2440.54	3355.11
"FBtr0331375"	89.04	98.89	58.98	128.46	107.52	118.05	83.65	109.97	110.07	127.31	142.93	86.68	107.25	143.46	166.89
"FBtr0076851"	3380.75	4867.19	5117.21	4663.55	5676.94	4442.66	5711.11	4235.47	5869.20	3870.00	3049.46	3897.56	3127.72	2392.55	5721.48
"FBtr0301611"	1105.51	1635.35	1493.96	1723.27	1779.25	1400.54	2516.87	1735.15	1827.47	1145.10	1111.73	1310.69	1411.26	855.67	2304.25
"FBtr0331849"	34.63	36.10	37.00	51.85	89.20	104.68	50.10	8.38	49.46	50.89	8.03	24.69	54.24	44.27	44.07
"FBtr0331850"	106.54	48.36	116.80	218.33	129.61	91.98	137.35	0.00	50.11	0.00	79.77	70.06	30.12	0.00	66.20
"FBtr0333404"	89.58	0.00	124.03	0.00	0.00	415.14	65.57	0.00	79.76	0.00	0.00	0.00	4.66	221.52	0.00
"FBtr0071563"	1536.00	2143.04	2271.00	1675.00	2058.00	1457.00	131.52	62.14	124.48	1154.51	1037.00	1359.00	1383.00	1774.00	2690.00
"FBtr0342801"	0.00	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344196"	0.00	0.00	0.00	0.00	7.29	0.00	6.92	15.71	3.16	6.49	0.00	0.00	0.00	0.00	0.00
"FBtr0088239"	36.56	55.66	30.03	118.86	136.05	139.04	29.05	15.56	25.49	87.23	46.56	62.37	38.00	47.60	26.27
"FBtr0331937"	791.44	822.34	608.97	902.14	933.95	798.96	633.95	782.44	666.51	1132.77	981.44	868.63	1133.00	1165.40	1196.73
"FBtr0089506"	53.29	287.54	231.83	262.55	355.14	235.58	562.21	461.46	409.42	172.31	0.06	184.00	94.34	107.76	476.56
"FBtr0089507"	291.34	414.82	567.13	361.17	414.16	310.90	687.75	552.20	728.77	267.67	239.17	235.52	255.99	293.57	731.38
"FBtr0089508"	35.33	7.06	50.24	27.42	15.64	16.42	31.77	14.79	42.28	12.55	27.35	20.48	6.64	0.00	77.50
"FBtr0306057"	141.46	146.40	199.62	107.21	91.16	137.38	168.57	231.44	191.14	147.30	199.15	169.14	80.88	78.58	193.80
"FBtr0332850"	754.58	1168.74	1112.84	730.33	1075.33	702.00	1237.42	1201.69	1223.00	482.08	580.27	606.37	903.15	804.56	1582.66
"FBtr0332851"	45.00	84.44	81.33	130.31	19.57	49.72	79.29	95.43	96.39	18.08	0.00	38.49	0.00	18.53	93.11
"FBtr0347179"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076649"	287.11	311.19	226.66	459.20	462.08	374.84	58.00	57.00	60.00	269.41	255.41	210.13	438.12	387.45	359.31
"FBtr0330166"	44.81	67.74	52.06	28.64	57.67	129.58	0.00	0.00	0.00	125.22	90.59	106.56	32.88	96.06	151.69
"FBtr0333114"	18.08	23.06	53.27	51.16	58.25	60.58	0.00	0.00	0.00	30.37	0.00	81.32	0.00	21.48	0.00
"FBtr0076650"	1523.00	1725.00	1356.00	1847.00	2050.00	1741.00	1297.00	1468.00	1378.00	1708.00	1778.00	1843.00	1606.00	1669.00	1810.00
"FBtr0085861"	476.69	605.10	879.64	799.27	964.04	849.94	277.80	201.68	288.43	362.96	379.07	569.30	882.35	747.79	1401.39
"FBtr0303376"	192.31	284.90	329.36	319.73	350.96	261.06	114.20	94.32	121.57	92.04	236.93	246.70	373.65	374.21	583.61
"FBtr0081552"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0078133"	2187.85	2427.30	2315.08	2986.82	3190.23	2922.06	3051.85	2773.26	2866.76	2582.57	2304.66	2433.89	2285.51	1496.68	3447.60
"FBtr0333408"	72.15	62.70	102.92	58.18	44.77	63.94	99.15	93.74	70.24	79.43	83.34	84.11	175.49	98.32	143.40
"FBtr0071848"	12.00	7.00	11.00	14.00	21.00	21.00	1.00	3.00	0.00	14.00	12.00	14.00	6.00	19.00	11.00
"FBtr0089175"	78820.73	83407.94	69339.85	95640.61	103035.10	91662.37	95722.53	113249.01	99012.92	101174.69	93861.17	99406.48	95064.16	85502.21	93756.04
"FBtr0089176"	144.48	112.80	106.31	216.77	216.75	184.53	180.17	199.69	217.12	155.52	170.18	208.42	160.57	182.13	69.34
"FBtr0308296"	1178.79	1190.26	800.83	1060.61	1229.15	987.09	1219.30	1475.29	1236.96	1394.79	1633.64	1810.10	850.28	726.66	860.63
"FBtr0078741"	1106.75	1631.30	1619.50	2153.45	2413.22	1971.47	1863.06	1424.58	1918.34	1162.58	1116.16	1119.33	1272.83	1374.04	2793.83
"FBtr0078742"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345140"	501.25	680.70	636.50	915.55	869.78	854.53	722.94	645.42	700.66	398.42	434.84	453.67	691.17	446.96	516.17
"FBtr0079342"	4002.00	4694.00	3798.00	4313.00	4515.00	4168.00	913.00	724.00	846.00	4440.00	4789.00	4972.00	4869.00	4766.00	4978.00
"FBtr0072350"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343481"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088508"	622.88	864.80	1072.39	230.01	256.27	308.14	950.50	380.43	645.13	471.93	166.72	537.29	1105.10	723.40	2310.89
"FBtr0112892"	53.98	128.33	43.17	66.79	102.54	106.87	74.97	57.01	50.20	0.00	124.98	88.74	69.45	73.95	63.91
"FBtr0306807"	1075.54	1450.30	1443.62	1702.63	2179.27	1643.67	2193.69	1956.56	2209.71	1110.16	1067.30	955.59	697.49	625.04	995.23
"FBtr0333004"	9.60	35.57	10.82	67.57	42.92	10.33	30.84	0.00	9.95	19.92	0.00	52.39	9.96	13.61	68.97
"FBtr0073404"	564.39	687.43	729.83	554.69	586.33	722.99	44.86	5.33	36.71	451.54	430.86	528.22	471.20	714.97	867.54
"FBtr0073405"	537.61	811.75	794.49	740.14	789.49	490.01	1.66	13.03	0.00	488.46	443.93	503.78	247.80	245.03	394.46
"FBtr0343584"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346304"	0.00	28.82	16.68	15.18	20.18	0.00	21.47	5.64	21.29	0.00	12.21	0.00	0.00	0.00	0.00
"FBtr0071180"	2289.00	2795.92	2839.48	2617.03	3084.26	2516.89	1842.00	1624.89	1926.00	2543.55	2678.74	2778.10	3173.88	2651.98	3470.50
"FBtr0071181"	0.00	90.08	135.52	260.97	114.74	55.11	0.00	168.11	0.00	110.45	66.26	221.90	63.12	288.02	166.50
"FBtr0083191"	1342.00	1532.00	1346.00	1625.00	1799.00	1452.00	1772.00	2029.00	1816.00	1758.00	1632.00	1935.00	1815.00	1822.00	1904.00
"FBtr0075358"	459.27	574.93	539.20	612.57	767.62	825.52	507.25	607.28	634.73	467.89	398.83	473.00	609.70	668.97	617.71
