	"RWUpf_B.isoforms.results"	"RWUpf_C.isoforms.results"	"RWUpf_D.isoforms.results"	"RWNos_A.isoforms.results"	"RWNos_B.isoforms.results"	"RWNos_C.isoforms.results"	"RWUN_G.isoforms.results"	"RWUN_K.isoforms.results"	"RWUN_L.isoforms.results"	"RWL7_A.isoforms.results"	"RWL7_B.isoforms.results"	"RWL7_C.isoforms.results"	"RWW_B.isoforms.results"	"RWW_C.isoforms.results"	"RWW_D.isoforms.results"
"FBtr0075313"	3415.77	4954.74	4822.49	5248.52	6110.24	5350.66	2483.96	1829.35	2389.67	2634.02	2509.23	3446.42	2679.82	2364.86	5554.71
"FBtr0331559"	924.89	1105.15	1832.27	1682.06	1648.17	1292.21	727.39	437.36	702.78	987.48	684.68	686.72	574.45	603.99	1331.80
"FBtr0075312"	264.89	436.46	274.66	407.66	324.06	313.42	182.92	0.00	188.82	185.66	419.43	173.59	370.93	388.97	728.66
"FBtr0331558"	397.54	414.63	622.39	589.53	759.50	671.26	350.81	426.14	332.57	590.14	319.06	570.57	592.96	563.06	1173.41
"FBtr0345368"	55.91	64.01	50.20	68.23	39.02	29.45	40.92	51.14	50.16	56.69	28.60	66.70	70.85	47.13	79.43
"FBtr0073204"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.37	19.44	38.38
"FBtr0332979"	0.00	0.00	0.00	4.00	4.00	1.00	2.00	2.00	0.00	6.00	5.00	4.00	25.63	28.56	59.62
"FBtr0071688"	2368.71	3112.40	2776.88	3357.10	3603.12	3278.62	615.30	503.00	611.95	2608.01	2464.32	2725.28	2589.89	2603.49	3718.87
"FBtr0345664"	54.29	10.60	30.12	72.90	89.88	48.38	19.70	0.00	13.05	52.99	38.68	57.72	65.11	62.51	70.13
"FBtr0100545"	57.02	61.47	81.18	100.21	94.02	80.41	38.69	52.76	40.75	106.76	79.56	82.46	102.51	96.95	105.48
"FBtr0345323"	0.00	12.97	0.00	0.00	0.00	0.00	16.91	0.00	0.00	0.00	0.00	13.85	0.00	0.00	0.00
"FBtr0076970"	25.22	42.97	38.89	38.58	48.49	31.90	29.81	49.45	34.71	36.52	28.42	23.87	30.29	18.97	49.91
"FBtr0076971"	473.68	448.75	743.70	480.62	378.46	303.30	529.32	376.29	282.53	343.93	204.55	457.97	293.37	296.05	576.84
"FBtr0076972"	48.19	63.51	63.88	31.73	58.67	50.37	121.02	67.33	85.83	65.24	25.16	44.40	49.11	33.01	114.56
"FBtr0076973"	833.82	1406.13	1003.06	870.04	1138.41	985.19	1451.73	1446.65	1448.69	907.47	742.88	675.06	807.28	446.00	1518.62
"FBtr0076974"	429.44	363.81	351.13	489.09	479.28	455.19	787.28	541.47	744.73	550.18	459.52	421.67	270.62	261.29	757.92
"FBtr0307510"	109.79	263.98	260.30	188.55	277.05	155.22	384.19	312.91	361.04	132.84	213.80	150.16	192.00	143.78	247.71
"FBtr0307511"	12.67	0.00	0.00	21.69	0.00	18.54	9.49	0.00	0.00	14.80	0.00	10.09	9.35	8.89	12.36
"FBtr0344294"	45.18	65.85	91.04	83.69	90.64	81.30	106.16	93.90	146.47	75.02	70.68	73.79	110.99	47.02	154.09
"FBtr0077805"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335163"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077753"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079379"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00
"FBtr0079380"	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	3.00	0.00	0.00	0.00
"FBtr0344141"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086289"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073346"	69.00	62.00	44.00	109.00	74.00	77.00	27.00	44.00	31.00	120.00	101.00	118.00	150.00	70.00	132.00
"FBtr0075369"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00
"FBtr0082417"	521.00	559.00	473.00	663.00	767.00	660.00	470.00	488.00	506.00	553.00	492.00	627.00	638.00	626.00	745.00
"FBtr0082609"	0.00	3.00	3.00	0.00	4.00	7.00	3.00	1.00	2.00	5.00	2.00	0.00	9.00	7.00	0.00
"FBtr0344264"	4.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	5.00
"FBtr0082644"	0.00	5.00	4.00	7.00	8.00	1.00	5.00	3.00	1.00	4.00	2.00	2.00	2.00	0.00	6.00
"FBtr0085459"	263.48	229.00	135.71	295.87	309.59	255.66	93.00	94.00	116.78	419.06	377.48	336.90	314.63	360.88	303.68
"FBtr0339716"	3.52	0.00	8.29	7.13	6.41	6.34	0.00	0.00	4.22	6.94	9.52	10.10	5.37	11.12	23.32
"FBtr0077657"	0.00	0.00	0.00	0.00	0.00	1.00	2.00	4.00	0.00	0.00	2.00	2.00	0.00	1.00	0.00
"FBtr0335386"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	3.00
"FBtr0075747"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330115"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330116"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075228"	1542.85	1859.55	1668.70	2319.01	2363.38	2277.09	324.23	281.80	316.82	1585.31	1558.64	1825.72	1611.81	1600.05	2126.37
"FBtr0299820"	20.46	25.39	27.16	26.35	36.63	29.86	3.85	7.30	3.45	19.09	13.19	29.89	23.95	33.72	46.32
"FBtr0083552"	1212.05	1386.49	1243.99	1821.07	1800.09	1553.70	376.61	258.47	388.18	1147.78	1305.47	1462.34	1291.94	1090.34	1736.77
"FBtr0083553"	1292.39	2184.50	2144.27	2286.61	2604.40	2401.73	530.08	377.25	538.04	1457.39	1244.96	1306.57	1486.75	1599.05	2790.65
"FBtr0083554"	612.45	690.54	471.78	1158.42	1268.15	1239.06	168.44	195.74	158.25	699.53	564.01	871.12	636.04	870.15	849.77
"FBtr0083555"	1.64	0.00	1.66	0.00	0.00	3.22	1.67	0.00	1.64	3.19	0.00	3.22	0.00	1.61	5.16
"FBtr0083556"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.23	0.00	5.03	0.00	0.00
"FBtr0290319"	30.83	42.54	68.03	91.04	47.22	73.12	84.11	72.32	74.11	57.84	25.23	22.34	80.43	41.68	90.95
"FBtr0290320"	6.79	42.37	174.83	121.29	356.13	221.06	150.28	133.82	153.54	0.00	0.00	150.87	142.62	191.34	379.92
"FBtr0290321"	0.00	0.00	0.00	26.84	0.00	0.00	0.00	0.00	0.00	0.00	115.03	0.00	0.00	0.00	0.00
"FBtr0305032"	299.51	30.78	7.29	43.60	0.92	0.00	29.41	19.23	12.92	83.91	0.00	0.00	28.16	88.63	80.18
"FBtr0305033"	160.87	290.01	235.52	238.84	230.90	233.91	73.36	46.14	73.17	285.15	226.14	277.84	373.73	159.54	511.56
"FBtr0305034"	57.04	52.29	42.77	94.26	112.45	103.35	31.45	15.09	37.50	73.45	60.39	27.24	51.83	55.26	141.09
"FBtr0306646"	15.28	27.03	10.85	20.28	27.04	8.62	17.92	3.44	4.81	12.80	0.00	27.76	9.96	8.74	18.48
"FBtr0336466"	16.08	0.00	166.01	141.38	438.68	288.22	38.67	5.13	62.84	84.08	45.17	245.70	169.52	116.99	495.48
"FBtr0336467"	202.07	251.44	0.00	281.36	0.02	0.00	0.00	62.38	0.00	86.89	193.37	0.00	0.00	3.67	0.00
"FBtr0089141"	0.00	2.00	0.00	0.00	0.00	1.00	1.00	6.00	2.00	0.00	3.00	2.00	0.00	0.00	0.00
"FBtr0333678"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085952"	0.00	1.03	0.00	0.00	3.10	0.00	0.00	0.00	0.00	0.00	1.03	2.11	1.25	1.28	0.00
"FBtr0085011"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBtr0085010"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072866"	730.00	962.89	983.00	1322.00	1426.00	1189.00	1023.28	900.00	1072.63	664.00	832.00	1034.00	844.28	737.00	1319.00
"FBtr0345807"	0.00	16.11	0.00	0.00	0.00	0.00	14.72	0.00	15.37	0.00	0.00	0.00	30.72	0.00	0.00
"FBtr0073642"	1358.89	1626.11	1110.25	1603.01	1407.29	1187.82	772.68	899.62	1040.45	994.26	1682.22	1528.72	1584.95	1592.42	1774.22
"FBtr0339625"	1105.11	931.89	835.75	969.99	1205.71	1037.18	725.32	985.38	597.55	1480.74	1215.78	1316.28	1150.05	1375.58	1210.78
"FBtr0100268"	2347.00	2443.00	1940.00	3123.00	3127.00	3046.00	2481.00	2980.00	2786.00	2847.00	2835.00	2951.00	2565.00	2460.00	2738.00
"FBtr0113347"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087762"	129.18	108.28	171.12	196.87	166.90	156.48	108.04	49.80	87.15	154.49	93.99	179.41	130.69	151.27	195.75
"FBtr0087763"	2140.82	2502.72	2101.88	2581.13	2806.10	2587.52	774.96	716.20	699.85	2143.51	2273.01	2391.59	2632.31	2682.73	2904.25
"FBtr0084103"	1334.00	1360.00	1165.00	1728.00	1743.00	1609.00	440.00	465.00	420.00	1661.00	1619.00	1952.00	1670.00	1647.00	1807.00
"FBtr0081294"	0.00	1.53	0.00	0.00	1.17	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00	1.27	0.00
"FBtr0081315"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075192"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0110846"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0110847"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0082592"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083367"	416.43	420.80	603.99	1048.12	967.41	813.09	571.03	589.86	514.61	665.10	442.77	392.20	237.02	513.80	494.64
"FBtr0337059"	540.57	471.86	277.01	129.88	144.92	166.84	423.83	525.10	310.33	416.89	507.64	825.27	578.82	318.06	650.63
"FBtr0089703"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089704"	21.09	33.20	19.28	30.39	25.63	24.27	13.66	0.00	7.77	22.21	15.80	33.18	13.46	11.61	14.03
"FBtr0089705"	84.77	126.41	110.38	170.97	185.29	165.47	32.30	22.89	43.48	110.96	103.66	114.33	144.03	105.60	114.23
"FBtr0089706"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089707"	60.47	124.07	114.08	92.20	188.60	149.66	60.27	10.84	37.40	62.13	77.37	184.65	62.01	71.35	84.62
"FBtr0089708"	0.00	103.92	0.00	73.77	78.00	203.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089709"	127.43	0.00	22.21	274.63	174.65	0.00	0.00	1.79	0.00	64.71	70.17	115.61	0.00	56.38	11.67
"FBtr0089710"	179.42	227.78	284.75	162.16	246.66	86.35	109.76	98.74	135.83	236.72	200.86	193.68	259.74	126.24	227.40
"FBtr0089711"	1057.82	1235.62	1258.29	1676.88	1842.16	1815.08	353.01	302.75	323.52	1224.26	1222.13	1268.56	1347.76	1361.82	1890.04
"FBtr0079144"	10.00	43.00	46.00	18.00	27.00	10.00	5.00	2.00	5.00	13.00	12.00	18.00	4.00	20.00	26.00
"FBtr0078083"	674.13	830.20	836.31	853.70	907.00	806.40	21.00	24.00	28.00	501.17	435.11	637.07	475.00	654.10	837.26
"FBtr0078084"	0.00	3.08	3.12	2.41	0.00	0.00	0.00	0.00	0.00	1.83	1.89	1.93	0.00	1.90	3.07
"FBtr0310030"	3.87	1.72	1.57	14.90	4.00	7.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.67
"FBtr0084535"	217.36	325.86	193.33	310.67	407.17	337.23	368.80	348.28	345.78	265.63	241.84	278.96	308.91	282.61	557.61
"FBtr0321261"	1180.64	1444.14	1193.67	1806.33	1769.83	1589.77	1554.20	1909.72	1638.22	1423.37	1531.16	1472.04	1415.09	1477.39	1889.39
"FBtr0079930"	4944.83	7187.38	6911.82	6271.38	7744.61	6162.03	8610.23	5614.31	7323.97	4916.95	3924.52	5254.06	5340.64	3709.87	9602.31
"FBtr0303902"	1289.17	2013.62	1934.61	1802.62	2100.39	1369.97	2400.77	1960.69	2103.03	1552.05	1367.48	1462.94	1347.36	1151.13	2774.69
"FBtr0343740"	0.00	0.00	393.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0273268"	1334.53	1574.87	1428.94	2080.82	2197.00	1985.18	1143.10	1191.29	1138.95	1665.66	1689.00	1810.83	1828.89	1593.83	2129.98
"FBtr0340547"	10.47	5.13	32.06	41.18	15.00	14.82	9.90	22.71	19.05	14.34	0.00	24.17	10.11	10.17	32.02
"FBtr0072711"	626.07	918.65	1018.36	986.18	939.44	1018.38	732.96	555.53	706.18	468.23	483.74	800.25	762.01	429.02	1268.28
"FBtr0332656"	1149.93	1356.35	1556.64	1377.82	1818.56	1225.62	1046.04	696.47	920.82	1339.77	1045.26	1245.75	1268.99	943.98	1944.72
"FBtr0088121"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331940"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087420"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	0.00	1.00	0.00
"FBtr0086337"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0303458"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086328"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086293"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0342691"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086294"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0299804"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0100503"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00
"FBtr0334760"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00
"FBtr0075751"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333019"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088709"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088707"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075320"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333627"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075348"	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1.00	2.00	2.00	0.00	1.00	1.00	0.00	0.00
"FBtr0078424"	1.00	2.00	0.00	1.00	1.00	2.00	5.00	4.00	4.00	2.00	1.00	3.00	5.00	0.00	2.00
"FBtr0082060"	1.00	0.00	0.00	14.00	11.00	47.00	3.00	1.00	1.00	2.00	1.00	0.00	1.00	0.00	1.00
"FBtr0072413"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072414"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072415"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072416"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300956"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300957"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0309244"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070925"	1028.00	1169.00	1159.00	1848.00	1888.00	1745.00	789.00	727.00	874.00	976.00	1017.00	1085.00	1102.00	1098.00	1452.00
"FBtr0084711"	46.77	45.54	217.00	217.22	0.00	0.00	48.16	46.27	49.03	41.20	0.00	116.60	48.23	0.00	115.63
"FBtr0303480"	155.23	218.46	0.00	195.78	423.00	335.00	265.84	277.73	230.97	271.80	212.00	113.40	270.77	237.00	330.37
"FBtr0076529"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300805"	8.00	2.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.07	4.00	5.71	5.66	2.00	0.00
"FBtr0339130"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080389"	22.87	33.28	25.31	68.96	61.06	43.82	21.63	13.45	10.42	38.07	17.78	42.23	34.31	15.63	22.17
"FBtr0080390"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080391"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0100125"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0305263"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334761"	0.00	2.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334762"	141.13	121.74	102.69	94.04	128.94	119.18	95.37	108.43	106.58	176.93	113.22	136.77	99.69	89.37	145.83
"FBtr0081560"	0.00	0.00	0.00	3.00	2.00	0.00	0.00	1.00	0.00	3.00	2.00	0.00	2.00	2.00	0.00
"FBtr0290281"	703.23	999.85	1463.35	905.76	1331.18	985.46	1648.22	877.66	1557.33	490.44	458.58	523.71	892.08	697.19	1600.45
"FBtr0344864"	604.77	1108.15	995.65	1291.24	1393.82	1619.54	1332.78	892.34	1431.67	796.56	691.42	858.29	829.92	782.81	1741.55
"FBtr0301788"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0084562"	183.69	1059.71	1610.97	185.24	180.99	9.95	787.56	295.08	262.85	0.00	18.93	0.00	143.64	533.25	566.80
"FBtr0084563"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0305043"	80.50	445.04	370.52	0.00	76.91	0.00	87.13	47.43	218.93	53.39	0.00	53.29	0.00	139.26	217.42
"FBtr0334942"	170.31	491.10	988.70	0.00	0.00	0.00	290.45	185.26	29.62	0.00	0.00	0.00	0.00	253.73	702.33
"FBtr0334943"	0.00	0.00	117.04	0.00	0.00	27.93	0.00	0.00	131.13	0.00	0.00	52.02	0.00	0.00	200.13
"FBtr0345261"	423.50	1233.15	1201.77	928.76	1161.10	845.12	1298.85	610.22	1505.47	440.61	447.07	490.69	485.36	509.77	1083.31
"FBtr0085806"	1995.00	3489.00	3975.00	1719.00	2248.00	1404.00	4809.00	3446.00	4344.00	1905.00	1577.00	1720.00	1873.00	1681.00	4042.00
"FBtr0074756"	1334.00	2610.00	3141.00	972.00	1459.00	654.00	3808.00	2330.00	3528.00	1280.00	1030.00	1247.00	1570.00	1471.00	3020.00
"FBtr0089053"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088085"	818.73	712.51	551.76	876.86	863.29	787.00	838.43	996.00	901.26	978.91	1082.07	1120.91	893.56	825.84	723.80
"FBtr0302211"	23.27	13.49	20.24	45.14	19.71	26.00	8.57	34.00	8.74	35.09	31.93	35.09	24.44	48.16	34.20
"FBtr0075435"	1.00	0.00	0.00	2.00	1.00	17.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074785"	209.23	238.53	227.74	273.42	295.61	286.50	69.09	83.02	88.56	413.18	507.16	356.37	380.31	270.84	244.01
"FBtr0346015"	131.77	111.47	96.26	217.58	190.39	169.50	133.91	130.98	115.44	143.82	170.84	225.63	146.69	146.16	153.99
"FBtr0070577"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070406"	6.00	5.00	3.00	8.00	14.48	17.74	10.00	5.00	12.77	1.25	3.00	13.00	12.00	10.00	31.03
"FBtr0303997"	0.00	0.00	0.00	0.00	2.52	1.26	0.00	0.00	1.23	3.75	0.00	0.00	0.00	0.00	1.97
"FBtr0303998"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333731"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBtr0472645"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBtr0076372"	3.00	6.00	4.00	12.00	17.00	37.00	1.00	4.00	0.00	4.00	1.00	4.00	11.00	1.00	9.00
"FBtr0076373"	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00
"FBtr0076328"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079536"	71.64	107.49	162.73	123.09	104.78	40.37	16.44	28.38	29.56	45.51	77.47	52.27	34.76	37.23	157.29
"FBtr0079537"	212.17	417.37	330.69	144.86	373.32	220.65	349.58	299.15	354.11	204.27	157.20	181.12	175.33	187.47	303.05
"FBtr0079538"	42.18	16.75	18.58	0.00	55.17	114.15	24.53	23.61	68.32	37.59	0.00	20.05	66.81	83.21	70.68
"FBtr0079539"	21.69	107.57	48.24	25.19	78.84	95.04	28.00	13.10	29.62	12.98	28.27	39.00	53.34	54.02	115.87
"FBtr0306000"	54.42	0.00	75.55	159.95	93.37	35.96	0.00	17.44	7.76	0.00	51.78	34.45	39.68	0.00	63.79
"FBtr0306001"	0.00	0.00	0.00	61.04	23.76	79.99	26.40	21.53	21.40	11.87	28.98	13.34	56.51	75.77	127.39
"FBtr0333096"	674.91	1066.82	1274.20	1243.87	1209.75	1080.85	762.04	513.78	685.24	573.77	463.30	614.76	649.57	716.29	1287.93
"FBtr0078568"	4141.89	5806.98	6188.21	5852.06	6984.74	5311.43	6416.31	4860.73	5716.73	3872.04	3394.58	4224.50	4026.06	3302.29	6755.75
"FBtr0078569"	0.00	0.00	0.00	0.00	0.00	0.00	139.45	0.00	193.85	46.28	74.18	0.00	0.00	0.00	0.00
"FBtr0078570"	323.59	357.74	385.49	372.03	303.35	313.10	267.10	403.72	277.70	391.32	263.78	308.35	236.48	346.09	736.46
"FBtr0332053"	13.61	78.28	87.30	55.68	25.91	100.46	39.15	61.55	136.91	51.36	13.46	28.15	57.85	59.62	121.79
"FBtr0346095"	12.91	0.00	0.00	25.22	0.00	0.00	0.00	0.00	11.81	0.00	0.00	0.00	12.61	0.00	0.00
"FBtr0332818"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0347598"	0.00	1.00	0.00	0.00	1.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBtr0347599"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0299940"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0299941"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0347274"	1843.14	2069.17	1608.11	2605.94	2668.76	2401.40	142.08	110.85	152.82	2342.22	2042.56	2283.50	2223.66	2410.10	2638.99
"FBtr0445398"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072970"	388.90	648.31	1071.76	752.65	718.62	703.00	473.13	326.00	283.28	104.10	176.74	3.07	451.00	315.15	906.02
"FBtr0333441"	250.10	479.69	360.24	68.35	266.38	0.00	62.87	0.00	208.72	259.90	166.26	493.93	0.00	183.85	345.98
"FBtr0070292"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0111144"	367.31	349.71	297.73	415.63	492.03	410.53	311.42	467.67	368.11	508.46	474.51	496.68	418.51	438.42	341.09
"FBtr0111146"	7215.19	8564.89	6813.09	9076.38	9843.06	7580.41	7857.89	9431.51	8095.55	9161.22	7536.99	8103.37	6183.42	6840.64	9636.54
