	"X8294_w_01.isoforms.results"	"X8295_w_01.isoforms.results"	"X8296_w_01.isoforms.results"	"X8297_nos_01.isoforms.results"	"X8298_nos_01.isoforms.results"	"X8299_nos_01.isoforms.results"	"X8300_w_23.isoforms.results"	"X8301_w_23.isoforms.results"	"X8302_w_23.isoforms.results"	"X8303_nos_23.isoforms.results"	"X8304_nos_23.isoforms.results"	"X8305_nos_23.isoforms.results"
"FBtr0072613"	20.09	22.82	22.23	18.37	22.85	20.80	20.17	24.47	20.67	22.75	22.93	24.12
"FBtr0072614"	3.21	1.35	5.26	1.66	0.79	2.02	5.07	2.17	3.07	3.10	3.07	2.36
"FBtr0072611"	2.69	2.50	3.53	3.22	10.70	5.05	0.00	0.00	6.43	7.75	5.87	6.16
"FBtr0333377"	1.37	2.58	0.00	0.00	0.00	0.00	2.71	1.15	0.00	0.00	0.00	0.00
"FBtr0333378"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333379"	6.67	4.91	5.97	6.38	0.96	7.43	12.00	14.52	12.72	9.12	11.11	11.14
"FBtr0072610"	37.58	33.08	26.93	31.52	24.60	31.15	2.55	2.20	3.28	4.88	3.95	4.16
"FBtr0072609"	1.14	1.17	5.11	0.07	0.00	0.05	2.46	4.30	3.88	0.21	0.24	0.47
"FBtr0072577"	12.92	13.29	14.13	13.35	14.42	13.87	11.98	9.06	8.45	14.71	12.05	13.35
"FBtr0330078"	12.92	13.29	14.13	13.35	14.42	13.87	11.98	9.06	8.45	14.71	12.05	13.35
"FBtr0072606"	0.76	0.65	0.28	1.10	1.95	3.65	8.04	8.56	9.03	8.06	9.77	10.96
"FBtr0072605"	12.54	11.09	10.56	14.97	19.65	18.29	10.13	11.61	13.97	19.87	18.90	17.99
"FBtr0331771"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072602"	1.43	1.54	1.59	6.19	2.02	1.26	3.68	3.87	1.33	2.27	3.57	4.33
"FBtr0290220"	0.00	0.65	0.66	0.00	1.23	0.00	0.86	1.27	0.58	0.00	0.00	1.08
"FBtr0331770"	14.77	15.96	12.32	11.95	15.11	19.79	12.78	9.33	9.03	14.42	12.24	12.77
"FBtr0072601"	8.16	9.40	3.62	13.16	22.48	17.33	9.63	9.81	6.44	14.31	13.25	16.43
"FBtr0331769"	2.88	0.90	3.35	7.23	1.30	4.81	1.90	0.49	0.18	7.13	7.40	7.32
"FBtr0072599"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072597"	117.23	89.06	90.34	85.69	74.06	86.64	154.11	141.73	130.82	117.66	105.15	142.43
"FBtr0331404"	1.15	0.87	1.22	2.29	3.52	4.71	12.88	13.24	15.04	10.05	7.79	12.01
"FBtr0072596"	65.95	62.96	58.11	66.82	55.74	59.17	72.26	66.60	68.51	63.22	69.16	65.86
"FBtr0331403"	0.00	0.61	0.00	0.00	0.00	1.58	2.10	0.64	2.11	1.48	1.00	0.00
"FBtr0072583"	204.75	212.22	201.96	187.75	209.73	198.53	166.43	145.51	122.48	200.23	181.33	184.13
"FBtr0072584"	6.96	3.00	10.97	6.44	6.27	5.63	0.01	0.00	1.75	4.09	3.84	3.31
"FBtr0304797"	1.15	3.06	1.87	2.00	0.37	1.24	0.76	1.15	0.46	1.78	1.76	0.79
"FBtr0345588"	5.49	8.28	4.61	4.72	3.99	3.87	4.82	8.04	4.87	4.56	7.51	5.31
"FBtr0300712"	20.97	24.79	21.85	22.22	28.28	26.41	25.62	20.10	18.65	23.58	22.62	22.87
"FBtr0331402"	1.49	1.26	2.80	3.81	0.00	0.00	0.00	0.93	2.02	1.14	0.97	0.37
"FBtr0072585"	0.00	0.17	0.19	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00
"FBtr0331401"	0.00	0.00	0.00	0.35	0.19	0.00	0.00	0.00	0.00	0.23	0.28	0.30
"FBtr0344991"	0.00	0.13	0.00	0.00	0.00	0.29	0.15	0.13	0.00	0.00	0.00	0.00
"FBtr0072586"	0.01	0.03	0.04	0.14	0.12	0.19	0.12	0.10	0.09	0.27	0.28	0.36
"FBtr0332752"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00
"FBtr0072587"	88.33	97.49	93.03	85.62	78.83	80.65	20.80	14.58	11.93	34.00	29.37	23.36
"FBtr0072594"	0.11	0.08	0.16	0.00	0.06	0.71	0.09	0.25	0.23	0.13	0.10	0.22
"FBtr0300345"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.08
"FBtr0304699"	0.00	0.06	0.24	0.00	0.04	0.02	0.00	0.19	0.13	0.16	0.00	0.10
"FBtr0339892"	0.11	0.00	0.13	0.00	0.00	0.00	0.18	0.11	0.08	0.00	0.00	0.00
"FBtr0072593"	12.22	14.92	11.21	6.03	3.74	5.93	3.45	2.73	2.07	2.61	4.00	4.18
"FBtr0345005"	62.13	46.92	48.36	57.02	49.68	60.04	12.44	7.08	4.86	26.74	20.26	15.88
"FBtr0289973"	0.46	0.67	2.53	0.00	0.00	0.00	0.50	1.32	1.65	0.09	1.35	0.34
"FBtr0072619"	1.63	1.03	1.32	0.47	0.83	0.55	2.00	1.05	1.49	0.79	0.96	0.58
"FBtr0072621"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072622"	119.22	116.84	95.74	110.71	105.78	104.60	55.74	52.72	48.75	76.29	74.61	75.75
"FBtr0072625"	3.11	3.64	2.67	2.90	3.13	4.13	4.77	6.31	10.84	6.22	9.09	7.00
"FBtr0072638"	0.10	0.03	0.36	0.00	0.00	0.10	0.18	0.09	0.15	0.07	0.13	0.09
"FBtr0072635"	7.85	7.72	20.30	2.26	1.64	4.42	12.54	18.83	20.92	5.49	4.84	5.95
"FBtr0072651"	0.19	0.12	0.20	0.55	0.53	0.49	0.49	0.32	0.46	1.53	0.42	0.50
"FBtr0072734"	0.07	0.00	0.00	0.09	0.07	1.46	0.07	0.13	0.30	0.34	0.15	1.29
"FBtr0072731"	60.07	63.69	59.06	82.06	77.77	84.40	50.11	49.58	46.85	70.84	84.07	74.55
"FBtr0072653"	0.00	0.08	0.09	0.00	0.47	0.31	0.98	0.99	0.99	0.97	1.32	1.38
"FBtr0072655"	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05
"FBtr0072657"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
"FBtr0100645"	0.00	0.00	0.00	0.00	0.05	0.05	0.00	0.05	0.09	0.35	0.11	0.16
"FBtr0100646"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
"FBtr0100647"	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05
"FBtr0072659"	0.03	0.00	0.00	0.00	0.00	0.15	0.05	0.06	0.18	0.56	0.00	0.25
"FBtr0072660"	0.00	0.00	0.21	0.00	0.00	1.35	0.79	0.06	0.00	1.73	0.31	1.44
"FBtr0072661"	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.17	0.00
"FBtr0072667"	85.81	88.50	66.04	82.41	69.18	75.51	2.60	2.17	2.55	11.43	9.40	6.57
"FBtr0072729"	7.75	10.36	8.41	10.43	9.41	8.10	14.56	14.11	14.12	9.33	11.34	11.95
"FBtr0331867"	0.61	0.00	0.23	0.52	1.23	1.60	1.35	1.00	1.00	1.53	2.41	2.75
"FBtr0345006"	50.34	45.96	43.52	43.91	37.94	43.65	46.34	46.08	41.93	30.59	28.49	26.17
"FBtr0072668"	0.00	0.55	0.60	0.00	0.00	0.55	0.00	1.04	1.42	0.49	0.38	0.42
"FBtr0072669"	94.42	71.87	68.54	81.87	78.01	82.08	90.97	73.74	74.98	80.00	74.29	81.10
"FBtr0072727"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072728"	101.55	108.48	103.64	64.46	60.88	60.01	22.17	18.15	16.88	28.98	23.19	21.57
"FBtr0072670"	0.79	2.72	0.00	0.00	0.00	1.86	0.45	1.05	0.81	0.81	0.50	0.48
"FBtr0072671"	56.64	45.92	47.45	40.81	31.75	37.06	50.63	42.39	34.11	34.26	29.20	34.54
"FBtr0310555"	21.20	18.48	19.80	11.73	14.02	16.62	19.92	16.46	12.65	16.76	15.68	16.96
"FBtr0072725"	0.00	0.00	0.00	6.12	1.21	51.23	6.82	0.33	0.54	34.17	59.65	24.02
"FBtr0072726"	0.00	0.00	0.00	1.37	0.27	10.84	3.11	0.00	0.00	8.19	6.78	9.25
"FBtr0072678"	227.29	267.28	245.49	220.75	229.47	184.94	198.02	195.49	160.37	213.14	212.13	190.85
"FBtr0072724"	81.77	83.68	81.31	74.85	74.40	69.60	83.49	82.04	86.37	74.81	87.10	85.68
"FBtr0072723"	2.21	2.76	2.85	2.57	2.77	2.59	0.52	0.89	0.48	2.33	1.18	2.13
"FBtr0331866"	38.87	36.97	35.45	34.99	37.87	35.42	20.08	19.13	17.26	24.61	26.22	19.48
"FBtr0072721"	55.60	38.62	38.60	45.42	31.13	41.26	35.41	18.68	28.80	42.07	34.49	30.43
"FBtr0072722"	0.00	0.00	0.00	0.00	0.32	0.92	0.00	0.00	0.22	0.84	1.09	1.43
"FBtr0331865"	81.52	88.99	105.53	76.81	98.44	82.81	77.50	69.91	49.06	73.84	66.98	74.89
"FBtr0072692"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.04	0.09	0.03
"FBtr0072693"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072720"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.03
"FBtr0072703"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45	1.15	1.13	0.61	0.65
"FBtr0072704"	13.68	10.65	10.35	9.92	7.61	8.81	8.73	8.26	6.47	3.96	3.62	4.54
"FBtr0072705"	0.00	0.00	0.81	0.36	0.00	0.00	0.00	0.00	0.12	0.00	0.29	0.39
"FBtr0333401"	4.06	3.40	4.14	2.66	3.36	3.73	4.99	3.67	4.23	3.25	3.13	2.89
"FBtr0333402"	0.17	0.17	0.00	0.00	0.21	0.37	0.34	0.00	0.00	0.07	0.37	0.00
"FBtr0072831"	31.90	23.27	0.00	36.50	27.01	29.93	0.00	4.31	6.72	11.44	8.73	0.14
"FBtr0333400"	89.67	90.96	98.88	78.07	77.64	81.49	21.50	18.87	22.36	28.59	30.28	31.27
"FBtr0072735"	35.44	25.48	21.77	27.83	28.32	30.18	6.10	6.03	6.37	3.98	4.98	2.13
"FBtr0072736"	4.58	5.19	4.15	9.29	0.00	4.97	0.00	0.00	0.00	2.38	2.70	4.64
"FBtr0072737"	13.07	13.59	11.76	6.57	3.81	6.47	2.96	3.50	4.38	3.48	4.53	4.77
"FBtr0072742"	0.22	0.41	0.16	0.57	0.60	0.73	0.96	1.09	0.97	0.62	0.98	0.57
"FBtr0072828"	43.89	37.04	37.06	55.49	47.31	56.60	29.22	30.83	24.64	52.06	39.83	51.01
"FBtr0072829"	0.00	0.00	1.46	0.00	9.31	0.00	0.00	0.00	0.58	0.00	7.48	0.00
"FBtr0072743"	5.60	5.34	7.25	4.73	5.52	5.03	1.48	0.60	1.34	0.94	1.35	0.83
"FBtr0333397"	48.30	45.82	38.98	37.59	40.60	35.66	13.90	12.79	14.81	17.81	18.63	17.30
"FBtr0072744"	0.04	0.00	0.00	0.00	0.00	0.04	0.04	0.04	0.04	0.04	0.13	0.19
"FBtr0072826"	1.00	1.20	0.51	0.39	2.10	3.37	7.41	4.88	11.20	2.19	4.33	3.30
"FBtr0072827"	13.77	11.33	10.48	8.78	8.73	8.67	19.59	21.85	18.55	13.36	17.95	21.26
"FBtr0072745"	64.58	71.37	63.60	64.44	60.61	66.47	25.87	31.80	35.63	26.52	37.71	34.76
"FBtr0072746"	0.00	0.00	0.00	2.18	0.00	0.92	0.72	1.45	0.00	2.58	0.00	0.22
"FBtr0113122"	10.99	8.00	8.04	7.55	3.00	5.32	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345367"	1.27	1.63	1.54	1.67	5.12	3.76	5.21	6.38	7.64	3.33	4.26	5.59
"FBtr0072747"	41.05	29.00	27.12	33.12	25.03	34.31	7.47	5.72	6.54	10.38	10.30	9.09
"FBtr0303993"	0.00	0.26	0.13	0.07	0.14	0.28	0.36	0.05	0.37	0.47	0.22	0.26
"FBtr0333359"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0347066"	0.63	0.00	1.77	4.92	2.41	1.48	0.00	0.00	0.00	0.00	0.00	0.32
"FBtr0072825"	37.34	29.66	19.43	51.33	42.01	45.79	40.91	34.46	24.71	39.25	32.35	41.90
"FBtr0333360"	45.06	49.96	57.68	26.40	31.99	32.98	44.81	38.32	36.48	35.78	34.48	34.55
"FBtr0344803"	0.00	0.00	0.00	0.00	0.00	0.72	1.17	1.66	0.00	0.83	1.05	0.00
"FBtr0100190"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.12
"FBtr0100191"	0.02	0.01	0.00	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0091792"	0.00	0.00	0.00	0.00	0.39	0.09	0.12	0.00	0.00	0.00	0.00	0.00
"FBtr0091793"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.12
"FBtr0091794"	0.02	0.01	0.00	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0091795"	0.00	0.00	0.00	0.22	0.00	0.09	0.00	0.10	0.12	0.17	0.42	0.03
"FBtr0300891"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.19	0.69
"FBtr0300892"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00
"FBtr0072824"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
"FBtr0331463"	0.09	0.02	0.20	0.00	0.02	0.06	0.04	0.14	0.18	0.11	0.08	0.27
"FBtr0072823"	41.59	39.44	40.53	52.81	50.90	54.87	19.86	18.81	16.46	37.66	30.25	30.62
"FBtr0072754"	4.53	5.07	6.48	7.33	4.24	6.79	1.91	2.65	2.71	4.09	3.44	2.26
"FBtr0072755"	36.80	32.50	29.90	28.22	30.27	28.23	6.57	5.37	8.24	7.37	8.73	9.56
"FBtr0072821"	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.16	0.08	0.00
"FBtr0302024"	0.03	0.16	0.07	0.12	0.06	0.08	0.26	0.20	0.00	0.00	0.00	0.14
"FBtr0072822"	0.44	0.14	1.22	1.91	0.44	3.02	1.35	1.81	1.39	4.04	2.59	3.58
"FBtr0072813"	40.21	35.79	35.40	39.92	43.65	37.29	63.77	59.54	67.82	41.87	42.21	40.10
"FBtr0072814"	16.42	20.23	14.74	13.93	16.89	19.75	21.15	16.33	16.70	13.05	8.71	7.43
"FBtr0072759"	8.80	9.95	10.81	16.05	14.71	13.34	6.17	7.60	7.68	11.09	9.15	11.97
"FBtr0072810"	37.89	30.84	32.89	34.86	39.83	38.69	52.40	50.67	54.61	46.81	46.01	46.99
"FBtr0072809"	87.83	81.63	78.26	78.97	72.46	81.21	43.00	36.64	31.25	52.89	47.15	42.27
"FBtr0072762"	177.99	180.88	189.05	134.82	136.34	139.67	239.30	232.24	231.14	161.44	165.76	175.31
"FBtr0331460"	2.65	4.22	1.21	6.24	1.93	0.96	4.85	4.41	1.58	4.13	4.92	5.68
"FBtr0346821"	5.10	6.51	7.91	8.40	6.34	5.86	9.91	10.10	8.61	8.43	9.61	7.92
"FBtr0072806"	97.08	56.09	59.60	87.34	75.36	91.91	110.71	88.65	90.75	87.65	74.06	93.80
"FBtr0072807"	0.00	0.00	0.78	0.07	0.00	0.55	0.00	0.00	0.00	0.09	0.00	0.00
"FBtr0072808"	1.44	2.04	2.63	1.84	2.04	1.15	1.45	0.78	0.62	0.99	0.69	0.54
"FBtr0303107"	1.22	0.83	1.50	1.65	1.46	2.19	2.04	2.13	2.35	2.13	2.60	2.49
"FBtr0309252"	10.99	18.44	14.51	13.58	9.38	9.60	25.80	23.93	21.22	21.73	23.58	23.27
"FBtr0344837"	0.74	0.14	0.19	0.00	0.75	0.19	0.00	0.63	0.12	0.41	0.40	0.56
"FBtr0072763"	39.85	36.13	29.80	49.40	39.69	45.52	47.69	44.05	41.36	50.25	49.39	51.41
"FBtr0333923"	2.24	2.66	4.60	1.32	6.04	4.20	7.43	7.90	11.90	5.27	7.99	8.04
"FBtr0301528"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00
"FBtr0072803"	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
"FBtr0072764"	1.13	1.65	1.50	27.66	17.49	47.02	8.55	14.37	10.22	91.17	69.58	59.81
"FBtr0072802"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334081"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0303102"	0.02	0.00	0.04	0.05	0.02	0.17	0.00	0.04	0.02	0.28	0.16	0.15
"FBtr0303103"	0.00	0.00	0.00	0.00	0.00	0.09	0.07	0.03	0.00	0.00	0.00	0.00
"FBtr0072800"	0.20	0.26	0.17	0.22	0.27	0.29	0.70	0.96	0.72	0.65	0.75	0.88
"FBtr0072766"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072797"	1.77	1.48	1.65	0.49	0.32	1.05	2.42	2.49	2.53	1.12	1.57	1.87
"FBtr0334077"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00
"FBtr0072796"	0.42	0.40	2.11	0.00	0.00	0.28	0.96	1.75	1.02	0.00	0.12	0.18
"FBtr0334076"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00
"FBtr0072767"	102.80	89.78	88.96	79.93	68.95	75.92	9.61	4.86	3.55	9.44	9.92	5.43
"FBtr0072768"	0.00	0.45	0.00	1.00	1.72	0.70	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072769"	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072770"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.07	0.00	0.00	0.00
"FBtr0072771"	0.00	0.00	0.42	0.00	0.00	0.30	0.00	1.62	0.50	0.00	0.00	0.28
"FBtr0345817"	0.00	0.00	0.43	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00
"FBtr0072773"	25.93	19.48	16.31	19.52	12.87	18.75	15.27	11.67	20.11	11.07	12.83	16.80
"FBtr0303104"	1.90	3.13	0.64	4.04	9.60	2.95	9.65	7.54	5.15	11.48	11.19	2.05
"FBtr0303105"	6.45	4.52	8.24	0.12	2.80	0.09	7.12	7.76	0.17	6.40	1.99	0.02
"FBtr0310623"	0.67	1.17	0.33	7.91	1.41	9.20	0.16	0.00	4.95	0.00	0.63	8.68
"FBtr0334072"	0.23	0.06	0.22	0.07	0.25	0.28	0.37	0.11	0.45	0.22	0.25	0.25
"FBtr0072774"	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300292"	0.00	0.00	0.42	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334073"	1.09	1.12	0.00	0.47	0.51	0.89	0.00	0.00	0.00	0.00	0.41	0.49
"FBtr0334074"	46.25	41.78	37.11	38.84	30.33	35.32	2.31	2.10	1.50	7.25	5.43	4.00
"FBtr0072792"	42.10	38.09	38.97	34.91	31.65	33.61	5.21	4.53	5.44	7.96	8.41	7.08
"FBtr0332881"	0.93	0.37	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072791"	145.10	166.53	165.44	170.30	157.65	162.81	189.66	193.03	183.69	184.74	212.43	193.35
"FBtr0072776"	76.50	86.24	71.67	72.65	62.72	66.39	15.51	17.90	23.17	17.46	22.89	15.29
"FBtr0072778"	0.00	0.07	0.00	0.00	0.07	0.00	0.07	0.24	0.11	0.13	0.19	0.18
"FBtr0299560"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.09
"FBtr0299561"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072786"	0.19	0.00	0.11	0.00	0.00	1.27	0.43	0.09	0.75	0.66	0.00	0.26
"FBtr0299562"	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00
"FBtr0332875"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072869"	0.00	0.00	0.08	0.00	0.00	1.87	0.71	0.00	0.00	0.65	0.00	0.00
"FBtr0332673"	0.00	0.00	0.00	0.10	0.08	2.67	3.67	0.23	0.22	1.36	0.00	7.15
"FBtr0300713"	0.06	0.13	0.00	0.00	0.07	0.00	0.07	0.00	0.22	0.00	0.07	0.21
"FBtr0303155"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00
"FBtr0332672"	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.09	0.00	0.09	0.00	0.10
"FBtr0072832"	18.11	10.64	16.49	17.21	8.50	11.45	0.93	1.16	0.79	2.29	1.60	0.92
"FBtr0072833"	36.18	35.65	23.86	33.11	32.04	33.68	2.06	1.69	1.09	5.58	6.64	1.83
"FBtr0303152"	26.45	31.13	28.04	23.31	21.29	24.13	2.30	0.37	0.43	6.12	3.42	3.31
"FBtr0072834"	56.59	50.45	43.30	42.24	37.30	38.58	27.10	21.87	19.43	28.34	18.93	22.16
"FBtr0332668"	25.97	27.08	34.37	31.06	33.85	35.59	26.24	25.64	25.46	32.97	34.33	34.83
"FBtr0345381"	0.87	0.77	1.12	0.63	0.64	1.36	0.64	1.07	0.62	1.64	1.23	1.43
"FBtr0300120"	0.05	0.00	0.19	0.00	0.06	0.17	0.17	0.00	0.14	0.00	0.08	0.00
"FBtr0303153"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09
"FBtr0300714"	0.00	0.00	0.15	4.69	12.91	11.91	0.00	0.80	0.60	12.25	13.68	14.24
"FBtr0300715"	0.00	0.00	0.00	0.87	0.86	1.30	0.00	0.00	0.00	1.75	1.26	1.54
"FBtr0300716"	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.24	0.34	0.00
"FBtr0300717"	0.00	0.00	0.00	0.20	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.15
"FBtr0332669"	0.00	0.00	0.22	4.37	3.04	3.28	0.00	0.11	0.00	1.46	2.02	2.33
"FBtr0332670"	0.26	0.11	0.00	15.19	10.66	10.16	1.52	0.00	0.28	8.18	2.35	5.02
"FBtr0273261"	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12
"FBtr0310544"	0.10	0.00	0.00	0.04	0.04	0.21	0.22	0.03	0.06	0.07	0.03	0.00
"FBtr0310545"	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072858"	0.31	0.05	0.46	0.00	0.03	0.08	0.20	0.27	0.14	0.05	0.12	0.14
"FBtr0346543"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072841"	51.01	37.00	35.31	59.06	52.72	56.65	89.61	72.86	85.66	75.06	75.64	80.48
"FBtr0072842"	2.32	1.18	0.69	1.45	1.66	0.93	0.00	0.26	0.24	0.57	0.90	0.51
"FBtr0333430"	21.92	23.55	22.07	22.18	18.79	24.01	7.21	7.80	10.92	10.69	12.26	10.21
"FBtr0072843"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072844"	31.68	32.48	34.03	32.38	36.51	31.06	50.42	50.02	51.96	41.07	41.37	42.67
"FBtr0333431"	0.00	0.50	0.00	0.00	0.58	0.00	0.81	0.14	0.94	0.16	0.12	0.44
"FBtr0072852"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072845"	0.10	0.10	0.34	0.06	0.05	0.05	0.10	0.18	0.17	0.53	0.29	0.79
"FBtr0300831"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333450"	0.00	0.07	0.00	0.17	0.15	0.72	0.00	0.07	0.10	0.00	0.00	0.00
"FBtr0333451"	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.53	0.64	1.01
"FBtr0333452"	0.01	0.00	0.12	0.05	0.00	0.14	0.06	0.08	0.05	0.67	0.19	0.15
"FBtr0072916"	1.39	1.77	1.72	2.00	1.40	1.10	0.90	0.79	0.49	0.83	0.76	0.56
"FBtr0072914"	1.53	0.66	1.15	10.67	10.96	10.23	0.00	0.08	0.00	0.48	0.80	0.52
"FBtr0072913"	40.46	42.66	39.22	33.93	29.32	31.22	0.80	0.32	0.18	2.02	1.85	1.55
"FBtr0308229"	0.15	0.05	0.29	0.19	0.10	0.36	0.85	0.65	0.43	0.10	0.34	0.54
"FBtr0072871"	0.00	0.00	0.00	0.00	0.16	0.00	0.30	0.00	0.60	0.44	0.45	0.64
"FBtr0072872"	49.99	52.39	60.54	64.75	177.34	110.85	770.57	872.15	901.19	666.60	785.67	862.73
"FBtr0072911"	0.05	0.00	0.06	0.00	0.00	0.05	0.05	0.04	0.08	0.14	0.11	0.04
"FBtr0332661"	0.03	0.00	0.03	0.00	0.08	0.03	0.01	0.02	0.01	0.03	0.09	0.07
"FBtr0072909"	18.39	16.59	15.61	18.65	19.24	19.09	14.45	14.33	8.81	14.26	14.46	12.55
"FBtr0072910"	45.73	45.66	39.16	47.58	47.89	47.31	71.27	65.89	78.64	66.63	63.60	68.87
"FBtr0072905"	54.73	55.73	59.87	31.82	31.42	29.20	65.50	60.27	60.81	33.96	28.23	35.84
"FBtr0072906"	1.01	0.55	1.68	0.00	0.83	0.00	0.59	0.45	1.30	0.46	0.39	1.23
"FBtr0072907"	2.29	3.00	8.33	0.00	0.00	0.00	2.16	4.85	6.31	0.00	0.36	0.50
"FBtr0072908"	46.27	49.95	45.55	20.45	20.03	22.78	67.85	67.33	58.43	25.83	27.59	23.48
"FBtr0072878"	46.55	51.42	41.45	61.15	60.03	59.80	75.99	77.04	79.93	79.51	83.47	78.73
"FBtr0072879"	0.20	0.21	0.40	0.09	0.00	2.33	1.32	1.22	0.96	1.97	1.04	1.43
"FBtr0072883"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072887"	0.01	0.00	0.01	0.01	0.00	0.02	0.00	0.02	0.01	0.01	0.01	0.05
"FBtr0330187"	0.01	0.00	0.01	0.01	0.00	0.02	0.00	0.02	0.01	0.01	0.01	0.05
